Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;Solde;Mois;Jour;Heure;Minute;PV;Total
01:00;0;419;418;44377;1370;2800;2378;-7441;4;9;1;0;;51762
01:15;0;408;273;44139;1380;2447;2374;-6913;4;9;1;15;;51021
01:30;0;364;169;44026;1409;1728;2377;-6686;4;9;1;30;;50073
01:45;0;312;137;44104;1453;1658;2348;-6488;4;9;1;45;;50012
02:00;0;0;178;44064;1472;1249;2351;-6348;4;9;2;0;;49314
02:15;0;0;141;44423;1441;1531;2373;-6623;4;9;2;15;;49909
02:30;0;0;140;43563;1434;1530;2367;-7132;4;9;2;30;;49034
02:45;0;0;144;42749;1422;1574;2378;-7153;4;9;2;45;;48267
03:00;0;0;140;42194;1385;1512;2381;-7574;4;9;3;0;;47612
03:15;0;0;140;43028;1353;1393;2370;-8650;4;9;3;15;;48284
03:30;0;0;137;42654;1345;934;2372;-8788;4;9;3;30;;47442
03:45;0;0;183;42228;1333;833;2371;-8681;4;9;3;45;;46948
04:00;0;0;143;42084;1331;801;2377;-8799;4;9;4;0;;46736
04:15;0;0;133;42793;1322;836;2371;-9946;4;9;4;15;;47455
04:30;0;0;130;42652;1330;859;2374;-9901;4;9;4;30;;47345
04:45;0;0;202;42430;1321;834;2340;-9912;4;9;4;45;;47127
05:00;0;0;139;42601;1346;849;2373;-10020;4;9;5;0;;47308
05:15;0;0;141;43640;1361;835;2378;-10614;4;9;5;15;;48355
05:30;0;0;155;43599;1340;868;2377;-10511;4;9;5;30;;48339
05:45;0;0;125;43918;1324;991;2377;-10691;4;9;5;45;;48735
06:00;0;0;131;43802;1317;1111;2379;-10417;4;9;6;0;2;48742
06:15;0;0;137;43512;1313;1330;2385;-9902;4;9;6;15;64;48741
06:30;0;0;169;43540;1323;1496;2381;-9493;4;9;6;30;124;49033
06:45;0;0;120;43812;1297;1632;2384;-9634;4;9;6;45;182;49427
07:00;0;0;131;43768;1259;1665;2385;-9211;4;9;7;0;238;49446
07:15;0;0;158;43367;1265;1912;2401;-9246;4;9;7;15;294;49397
07:30;0;0;200;43760;1265;1951;2339;-9245;4;9;7;30;345;49860
07:45;0;0;145;44047;1212;1980;2401;-8856;4;9;7;45;393;50178
08:00;0;0;144;44797;1175;1993;2387;-8816;4;9;8;0;439;50935
08:15;0;0;179;44916;1141;2182;2490;-8189;4;9;8;15;483;51391
08:30;0;0;255;45418;1096;2219;2441;-7935;4;9;8;30;522;51951
08:45;0;0;269;45300;1003;3515;2496;-8203;4;9;8;45;558;53141
09:00;0;0;264;45482;863;4031;2494;-7899;4;9;9;0;591;53725
09:15;0;0;376;45316;760;4703;2661;-7842;4;9;9;15;622;54438
09:30;0;0;410;45618;666;4781;2624;-7796;4;9;9;30;649;54748
09:45;0;0;512;45227;633;5439;2659;-7791;4;9;9;45;672;55142
10:00;0;0;508;45309;599;5506;2657;-7728;4;9;10;0;693;55272
10:15;0;0;580;45427;595;5960;2789;-8317;4;9;10;15;711;56062
10:30;0;0;497;45376;620;5931;2824;-8305;4;9;10;30;726;55974
10:45;0;0;511;45080;646;5937;2826;-8188;4;9;10;45;737;55737
11:00;0;0;568;45164;621;5916;2835;-8267;4;9;11;0;746;55850
11:15;0;0;547;44763;623;5456;2943;-7416;4;9;11;15;753;55085
11:30;0;0;502;45124;603;5347;2910;-7531;4;9;11;30;756;55242
11:45;0;0;514;45082;594;5681;2944;-7765;4;9;11;45;756;55571
12:00;0;0;572;45241;605;5308;2948;-7056;4;9;12;0;755;55429
12:15;0;0;548;44296;619;4934;3025;-5382;4;9;12;15;751;54173
12:30;0;0;500;44136;644;4970;3023;-5004;4;9;12;30;745;54018
12:45;0;0;509;44963;656;5102;3023;-4772;4;9;12;45;736;54989
13:00;0;0;576;44681;680;5087;3024;-5379;4;9;13;0;726;54774
13:15;0;0;520;45376;686;4748;3030;-6097;4;9;13;15;714;55074
13:30;0;0;513;44542;698;4769;3031;-6478;4;9;13;30;699;54252
13:45;0;0;544;44306;693;4102;3035;-6060;4;9;13;45;683;53363
14:00;0;0;576;44205;701;3855;3037;-6246;4;9;14;0;665;53039
14:15;0;0;519;45285;705;3349;2999;-6782;4;9;14;15;646;53503
14:30;0;0;512;44995;701;3289;2996;-6729;4;9;14;30;625;53118
14:45;0;0;555;44833;679;2697;2994;-6925;4;9;14;45;603;52361
15:00;0;0;546;44709;698;2672;2999;-7202;4;9;15;0;579;52203
15:15;0;0;511;45150;689;2775;2906;-8027;4;9;15;15;555;52586
15:30;0;0;507;44807;702;2760;2896;-7944;4;9;15;30;530;52202
15:45;0;0;574;44753;701;2455;2896;-8221;4;9;15;45;503;51882
16:00;0;0;538;44423;669;2449;2885;-8155;4;9;16;0;475;51439
16:15;0;0;433;44896;674;2465;2749;-8832;4;9;16;15;447;51664
16:30;0;0;366;44874;684;2459;2749;-9073;4;9;16;30;418;51550
16:45;0;0;407;44761;691;2378;2746;-9063;4;9;16;45;389;51372
17:00;0;0;321;44744;724;2429;2750;-9081;4;9;17;0;360;51328
17:15;0;0;348;44426;743;2851;2609;-9377;4;9;17;15;330;51307
17:30;0;0;397;44774;766;2928;2605;-9928;4;9;17;30;300;51770
17:45;0;0;346;44828;778;2961;2606;-9732;4;9;17;45;271;51790
18:00;0;0;350;44341;808;3613;2606;-9512;4;9;18;0;241;51959
18:15;0;0;361;44544;815;4019;2478;-9692;4;9;18;15;211;52428
18:30;0;0;409;44578;842;4219;2478;-9749;4;9;18;30;181;52707
18:45;0;0;365;44601;899;4732;2478;-9879;4;9;18;45;151;53226
19:00;0;0;352;44389;928;5144;2476;-9809;4;9;19;0;121;53410
19:15;0;0;454;43988;937;5810;2400;-10192;4;9;19;15;91;53680
19:30;0;0;572;44135;953;5713;2401;-10270;4;9;19;30;61;53835
19:45;0;0;478;44480;999;5705;2422;-10550;4;9;19;45;31;54115
20:00;0;0;487;44479;1042;5686;2417;-10481;4;9;20;0;1;54112
20:15;0;0;559;43850;1090;5404;2402;-10003;4;9;20;15;;53305
20:30;0;0;493;44058;1159;5445;2404;-9716;4;9;20;30;;53559
20:45;0;0;495;44342;1253;5604;2360;-9303;4;9;20;45;;54054
21:00;0;0;494;44341;1340;5748;2400;-9025;4;9;21;0;;54323
21:15;0;0;573;44810;1441;5812;2403;-9497;4;9;21;15;;55039
21:30;0;0;490;44235;1548;5671;2412;-9361;4;9;21;30;;54356
21:45;0;0;511;43756;1612;5629;2406;-9545;4;9;21;45;;53914
22:00;0;0;533;43309;1629;5402;2408;-9110;4;9;22;0;;53281
22:15;0;0;557;43239;1660;5259;2400;-8441;4;9;22;15;;53115
22:30;0;0;514;43316;1745;5363;2406;-8240;4;9;22;30;;53344
22:45;0;0;538;44100;1773;6632;2410;-8053;4;9;22;45;;55453
23:00;0;0;592;44008;1750;6371;2410;-8222;4;9;23;0;;55131
23:15;0;0;413;44143;1758;5791;2409;-7534;4;9;23;15;;54514
23:30;0;0;377;43733;1754;5334;2411;-6906;4;9;23;30;;53609
23:45;0;0;291;44244;1738;5434;2409;-6994;4;9;23;45;;54116
00:00;0;0;193;44143;1763;5292;2415;-7575;4;10;0;0;;53806
00:15;0;0;100;44221;1780;5577;2402;-8170;4;10;0;15;;54080
00:30;0;0;104;44103;1780;4668;2397;-8560;4;10;0;30;;53052
00:45;0;0;109;43454;1775;3534;2326;-8241;4;10;0;45;;51198
01:00;0;0;104;43350;1758;2998;2399;-8368;4;10;1;0;;50609
01:15;0;0;105;44411;1773;2598;2391;-8770;4;10;1;15;;51278
01:30;0;0;105;43918;1778;2347;2368;-8561;4;10;1;30;;50516
01:45;0;0;106;43992;1763;2283;2381;-8643;4;10;1;45;;50525
02:00;0;0;108;44052;1731;2292;2382;-9273;4;10;2;0;;50565
02:15;0;0;106;44828;1710;2192;2376;-9730;4;10;2;15;;51212
02:30;0;0;106;44298;1697;1504;2352;-9630;4;10;2;30;;49957
02:45;0;0;105;43411;1681;1603;2371;-9693;4;10;2;45;;49171
03:00;0;0;107;42969;1668;1623;2384;-10248;4;10;3;0;;48751
03:15;0;0;106;42633;1660;1365;2381;-10025;4;10;3;15;;48145
03:30;0;0;88;41851;1680;1235;2368;-10034;4;10;3;30;;47222
03:45;0;0;106;41160;1666;1613;2362;-10135;4;10;3;45;;46907
04:00;0;0;106;40852;1665;1625;2329;-10462;4;10;4;0;;46577
04:15;0;0;108;40502;1665;1662;2363;-10594;4;10;4;15;;46300
04:30;0;0;107;40630;1611;1187;2374;-10447;4;10;4;30;;45909
04:45;0;0;107;40465;1594;1000;2367;-10528;4;10;4;45;;45533
05:00;0;0;108;40464;1600;994;2389;-10559;4;10;5;0;;45555
05:15;0;0;108;40381;1602;1021;2388;-10468;4;10;5;15;;45500
05:30;0;0;110;40335;1578;973;2342;-10338;4;10;5;30;;45338
05:45;0;0;93;40518;1570;1028;2388;-10515;4;10;5;45;;45597
06:00;0;0;89;40927;1525;1024;2400;-10742;4;10;6;0;3;45968
06:15;0;0;93;41172;1510;1103;2402;-10798;4;10;6;15;65;46345
06:30;0;0;91;41172;1521;1081;2403;-10717;4;10;6;30;124;46392
06:45;0;0;92;40993;1500;1081;2403;-10530;4;10;6;45;181;46250
07:00;0;0;92;40833;1482;1048;2404;-10517;4;10;7;0;237;46096
07:15;0;0;91;40267;1477;921;2418;-9982;4;10;7;15;291;45465
07:30;0;0;91;40356;1460;980;2410;-9931;4;10;7;30;342;45639
07:45;0;0;92;40726;1439;862;2412;-9747;4;10;7;45;389;45920
08:00;0;0;109;40925;1411;842;2412;-9414;4;10;8;0;435;46134
08:15;0;0;108;41585;1330;942;2496;-9358;4;10;8;15;478;46939
08:30;0;0;100;42999;1281;1031;2452;-9964;4;10;8;30;517;48380
08:45;0;0;103;43769;1228;1122;2458;-10089;4;10;8;45;552;49232
09:00;0;0;109;43717;1140;1568;2494;-9831;4;10;9;0;585;49613
09:15;0;0;109;43949;1030;1816;2655;-9038;4;10;9;15;616;50175
09:30;0;0;111;44459;954;1807;2626;-8965;4;10;9;30;642;50599
09:45;0;0;110;45074;876;1804;2624;-9121;4;10;9;45;665;51153
10:00;0;0;109;45034;832;1778;2654;-8663;4;10;10;0;685;51092
10:15;0;0;109;44323;794;1978;2835;-7777;4;10;10;15;703;50742
10:30;0;0;111;44661;795;1997;2832;-7797;4;10;10;30;717;51113
10:45;0;0;113;44589;771;2396;2828;-7753;4;10;10;45;728;51425
11:00;0;0;113;44571;756;2464;2805;-7639;4;10;11;0;737;51446
11:15;0;0;112;44263;744;3525;2946;-8230;4;10;11;15;744;52334
11:30;0;0;114;43652;727;3659;2960;-7773;4;10;11;30;747;51859
11:45;0;0;113;43891;741;3712;2958;-7616;4;10;11;45;747;52162
12:00;0;0;100;43937;724;3729;2960;-7413;4;10;12;0;746;52196
12:15;0;0;105;43880;721;3501;3023;-6278;4;10;12;15;742;51972
12:30;0;0;107;43700;716;3714;3032;-6077;4;10;12;30;736;52005
12:45;0;0;111;44856;717;3867;3029;-6171;4;10;12;45;727;53307
13:00;0;0;114;44174;711;3817;2994;-6365;4;10;13;0;717;52527
13:15;0;0;114;44563;720;3386;3045;-7085;4;10;13;15;705;52533
13:30;0;0;113;44095;732;2859;3047;-7140;4;10;13;30;691;51537
13:45;0;0;113;43637;715;2396;3039;-6822;4;10;13;45;674;50574
14:00;0;0;115;43544;727;2204;3048;-7133;4;10;14;0;657;50295
14:15;0;0;114;44063;739;2047;3009;-7565;4;10;14;15;638;50610
14:30;0;0;113;43503;744;1936;3008;-7705;4;10;14;30;617;49921
14:45;0;0;112;43197;746;1653;2999;-7693;4;10;14;45;595;49302
15:00;0;0;112;42880;748;1651;3010;-7950;4;10;15;0;572;48973
15:15;0;0;113;42879;740;1437;2913;-8012;4;10;15;15;548;48630
15:30;0;0;114;42686;743;1568;2923;-8444;4;10;15;30;523;48557
15:45;0;0;112;42109;745;1625;2846;-8288;4;10;15;45;496;47933
16:00;0;0;112;42041;761;1662;2927;-8701;4;10;16;0;469;47972
16:15;0;0;122;42876;752;2252;2792;-10208;4;10;16;15;441;49235
16:30;0;0;131;42668;775;2360;2788;-10398;4;10;16;30;413;49135
16:45;0;0;165;42318;782;2326;2781;-10308;4;10;16;45;384;48756
17:00;0;0;163;42254;798;2358;2771;-10222;4;10;17;0;355;48699
17:15;0;0;163;42698;808;2436;2644;-10806;4;10;17;15;326;49075
17:30;0;0;163;42990;817;2196;2647;-10914;4;10;17;30;297;49110
17:45;0;0;244;43563;804;2209;2635;-10835;4;10;17;45;267;49722
18:00;0;0;244;43503;777;2223;2644;-10290;4;10;18;0;238;49629
18:15;0;0;285;43007;797;2090;2514;-9514;4;10;18;15;208;48901
18:30;0;0;332;43723;791;2160;2486;-9511;4;10;18;30;179;49671
18:45;0;0;417;44123;791;2187;2509;-9498;4;10;18;45;149;50176
19:00;0;0;475;44785;790;2216;2500;-9391;4;10;19;0;119;50885
19:15;0;0;474;44443;799;2804;2435;-9220;4;10;19;15;90;51045
19:30;0;0;474;45008;798;3015;2434;-9494;4;10;19;30;60;51789
19:45;0;0;387;44860;785;3430;2435;-9278;4;10;19;45;30;51927
20:00;0;0;311;44799;829;4184;2433;-9405;4;10;20;0;;52556
20:15;0;0;312;44511;832;4700;2406;-9347;4;10;20;15;;52761
20:30;0;0;314;44843;875;4892;2415;-9200;4;10;20;30;;53339
20:45;0;0;313;45237;870;5671;2416;-9013;4;10;20;45;;54507
21:00;0;0;312;45304;897;6468;2413;-9229;4;10;21;0;;55394
21:15;0;0;307;45117;896;7109;2412;-9601;4;10;21;15;;55841
21:30;0;0;310;44520;938;6584;2403;-9099;4;10;21;30;;54755
21:45;0;0;310;44670;963;6294;2417;-9333;4;10;21;45;;54654
22:00;0;0;309;44298;968;5969;2416;-9177;4;10;22;0;;53960
22:15;0;0;309;44359;975;6118;2418;-9240;4;10;22;15;;54179
22:30;0;0;310;44234;996;6221;2415;-8651;4;10;22;30;;54176
22:45;0;0;308;45111;1002;7564;2348;-8836;4;10;22;45;;56333
23:00;0;0;308;44408;1018;7069;2413;-8675;4;10;23;0;;55216
23:15;0;0;309;44310;1009;6342;2405;-7856;4;10;23;15;;54375
23:30;0;0;307;44175;1012;5568;2378;-7402;4;10;23;30;;53440
23:45;0;0;308;44914;1010;4966;2399;-7132;4;10;23;45;;53597
00:00;0;0;308;44387;998;4891;2413;-7433;4;11;0;0;;52997
00:15;0;0;309;45349;976;5375;2409;-9130;4;11;0;15;;54418
00:30;0;0;310;44449;978;4647;2412;-9078;4;11;0;30;;52796
00:45;0;0;348;43980;968;3848;2411;-9051;4;11;0;45;;51555
01:00;0;0;400;44146;939;2809;2419;-9056;4;11;1;0;;50713
01:15;0;0;399;44562;924;2369;2417;-8572;4;11;1;15;;50671
01:30;0;0;398;44393;911;1788;2418;-8223;4;11;1;30;;49908
01:45;0;0;396;44712;906;1536;2392;-8271;4;11;1;45;;49942
02:00;0;0;396;44459;881;1418;2410;-8393;4;11;2;0;;49564
02:15;0;0;398;45050;862;1211;2393;-8472;4;11;2;15;;49914
02:30;0;0;395;44457;830;1196;2367;-8738;4;11;2;30;;49245
02:45;0;0;396;43852;803;1016;2353;-8651;4;11;2;45;;48420
03:00;0;0;398;43127;773;961;2327;-8745;4;11;3;0;;47586
03:15;0;0;398;43485;764;930;2326;-9383;4;11;3;15;;47903
03:30;0;0;396;43157;767;941;2315;-9850;4;11;3;30;;47576
03:45;0;41;398;42780;780;914;2308;-9955;4;11;3;45;;47221
04:00;0;134;398;42337;797;888;2313;-9666;4;11;4;0;;46867
04:15;0;239;384;43052;785;638;2311;-10197;4;11;4;15;;47409
04:30;0;379;421;42903;763;623;2283;-10107;4;11;4;30;;47372
04:45;0;398;429;42934;758;656;2285;-9966;4;11;4;45;;47460
05:00;0;460;429;42780;778;646;2281;-9484;4;11;5;0;;47374
05:15;0;554;431;43568;777;838;2287;-9371;4;11;5;15;;48455
05:30;0;616;423;44672;772;1148;2285;-10085;4;11;5;30;;49916
05:45;0;727;496;44864;780;1571;2281;-9863;4;11;5;45;;50719
06:00;0;873;533;44514;804;2197;2281;-9063;4;11;6;0;3;51205
06:15;0;990;501;44236;799;3310;2286;-8246;4;11;6;15;58;52180
06:30;0;1072;622;44670;778;4044;2277;-8228;4;11;6;30;111;53574
06:45;0;1108;840;45145;771;4478;2286;-7877;4;11;6;45;161;54789
07:00;0;1135;942;45093;779;5360;2277;-7707;4;11;7;0;211;55797
07:15;0;1184;1045;44775;780;5517;2292;-6579;4;11;7;15;259;55852
07:30;0;1280;1126;45506;744;6244;2296;-7067;4;11;7;30;304;57500
07:45;0;1342;1395;45331;741;6440;2285;-7157;4;11;7;45;346;57880
08:00;0;1352;1837;45415;728;6632;2283;-6856;4;11;8;0;386;58633
08:15;0;1444;2154;45572;740;6957;2377;-6865;4;11;8;15;425;59669
08:30;0;1470;2370;45451;706;6918;2376;-6595;4;11;8;30;459;59750
08:45;0;1541;2374;45590;690;7389;2382;-6757;4;11;8;45;491;60457
09:00;0;1563;2426;45717;656;7582;2378;-6622;4;11;9;0;520;60842
09:15;0;1547;2428;45674;644;7642;2541;-6347;4;11;9;15;547;61023
09:30;0;1547;2382;45611;638;8107;2537;-6414;4;11;9;30;570;61392
09:45;0;1530;2399;45759;616;8124;2541;-6470;4;11;9;45;590;61559
10:00;0;1479;2413;45753;627;7828;2538;-6196;4;11;10;0;608;61246
10:15;0;1527;2420;45819;629;7746;2702;-6073;4;11;10;15;624;61467
10:30;0;1514;2388;45592;639;7697;2705;-5778;4;11;10;30;637;61172
10:45;0;1556;2404;45766;647;7579;2705;-6044;4;11;10;45;646;61303
11:00;0;1583;2404;45681;652;7671;2711;-5882;4;11;11;0;654;61356
11:15;0;1633;2425;45800;708;8089;2833;-6519;4;11;11;15;660;62148
11:30;15;1661;2424;45710;720;8250;2845;-6339;4;11;11;30;663;62288
11:45;17;1627;2406;45650;739;8297;2841;-6356;4;11;11;45;663;62240
12:00;12;1615;2389;45515;779;8134;2843;-5884;4;11;12;0;662;61949
12:15;20;1508;2362;45275;802;7074;2917;-4489;4;11;12;15;659;60617
12:30;22;1510;2361;45254;846;6991;2918;-4735;4;11;12;30;653;60555
12:45;22;1611;2380;45424;876;7526;2920;-4496;4;11;12;45;645;61404
13:00;19;1551;2371;45294;913;6845;2914;-4610;4;11;13;0;636;60543
13:15;44;1579;2392;45407;922;6687;2937;-4670;4;11;13;15;626;60594
13:30;78;1465;2364;45191;942;5902;2938;-4103;4;11;13;30;613;59493
13:45;99;1502;2362;45081;953;5918;2935;-4243;4;11;13;45;598;59448
14:00;152;1461;2346;44945;1007;5801;2934;-3954;4;11;14;0;583;59229
14:15;127;1673;2392;45417;1055;5864;2899;-4522;4;11;14;15;566;59993
14:30;92;1613;2370;45284;1099;5689;2902;-4707;4;11;14;30;548;59597
14:45;119;1616;2354;45111;1139;5107;2897;-4618;4;11;14;45;528;58871
15:00;181;1484;2333;45013;1220;5091;2902;-4796;4;11;15;0;508;58732
15:15;184;1532;2328;45141;1234;4889;2828;-5535;4;11;15;15;487;58623
15:30;184;1525;2329;45064;1301;4791;2828;-5667;4;11;15;30;464;58486
15:45;183;1530;2299;44968;1389;4498;2827;-5686;4;11;15;45;441;58135
16:00;184;1496;2280;44943;1448;4541;2829;-6165;4;11;16;0;416;58137
16:15;182;1605;2343;45276;1578;5255;2705;-7833;4;11;16;15;392;59336
16:30;179;1559;2306;44938;1682;4975;2702;-7586;4;11;16;30;367;58708
16:45;239;1569;2318;45020;1771;4547;2692;-7529;4;11;16;45;341;58497
17:00;294;1491;2297;44806;1826;4844;2700;-7958;4;11;17;0;315;58573
17:15;351;1517;2296;44805;1880;5482;2561;-9244;4;11;17;15;290;59182
17:30;416;1484;2300;44922;1960;5453;2560;-9565;4;11;17;30;264;59359
17:45;474;1501;2295;44800;2002;5412;2559;-9331;4;11;17;45;238;59281
18:00;514;1565;2316;44904;2072;5060;2560;-8893;4;11;18;0;211;59202
18:15;542;1442;2292;44604;2078;4788;2423;-8148;4;11;18;15;185;58354
18:30;287;1538;2334;44963;2152;4820;2422;-7895;4;11;18;30;159;58675
18:45;282;1640;2371;45261;2155;5326;2427;-8170;4;11;18;45;133;59595
19:00;351;1630;2329;45000;2139;5747;2420;-7609;4;11;19;0;106;59722
19:15;451;1605;2345;45043;2195;5861;2327;-8132;4;11;19;15;80;59907
19:30;516;1568;2370;45001;2205;6023;2323;-8088;4;11;19;30;54;60060
19:45;542;1500;2361;44827;2234;5863;2322;-8209;4;11;19;45;28;59677
20:00;540;1432;2335;44467;2252;5973;2319;-7941;4;11;20;0;1;59319
20:15;539;1489;2358;44640;2273;6005;2297;-8529;4;11;20;15;;59601
20:30;0;1602;2391;45168;2301;6240;2288;-8964;4;11;20;30;;59990
20:45;0;1573;2413;45260;2350;6809;2293;-8621;4;11;20;45;;60698
21:00;0;1537;2401;45077;2307;7324;2292;-9008;4;11;21;0;;60938
21:15;0;1550;2396;45099;2321;7093;2282;-8963;4;11;21;15;;60741
21:30;0;1456;2374;44641;2335;6621;2285;-8634;4;11;21;30;;59712
21:45;0;1483;2357;44737;2291;5868;2285;-8946;4;11;21;45;;59021
22:00;0;1429;2363;44382;2222;5092;2286;-8283;4;11;22;0;;57774
22:15;0;1362;1839;44280;2227;4329;2287;-6821;4;11;22;15;;56324
22:30;0;1353;1644;44277;2210;4302;2297;-6220;4;11;22;30;;56083
22:45;0;1538;1580;44993;2184;5301;2305;-5617;4;11;22;45;;57901
23:00;0;1455;1588;44559;2143;5617;2312;-6365;4;11;23;0;;57674
23:15;0;1469;1586;44685;2139;5125;2312;-6452;4;11;23;15;;57316
23:30;0;1278;1572;44171;2164;4603;2313;-5647;4;11;23;30;;56101
23:45;0;1525;1486;44724;2176;4415;2311;-5622;4;11;23;45;;56637
00:00;0;1259;1380;44103;2151;4874;2305;-6231;4;12;0;0;;56072
00:15;0;1569;1401;45411;2103;5019;2291;-8529;4;12;0;15;;57794
00:30;0;1463;1337;44294;2091;4154;2290;-7982;4;12;0;30;;55629
00:45;0;1340;1161;44286;2070;3014;2290;-7769;4;12;0;45;;54161
01:00;0;1331;896;44322;2020;2467;2291;-7730;4;12;1;0;;53327
01:15;0;1414;852;44556;2061;1869;2294;-7299;4;12;1;15;;53046
01:30;0;1268;852;43876;2063;1806;2295;-6985;4;12;1;30;;52160
01:45;0;1341;854;44346;1934;1695;2291;-7098;4;12;1;45;;52461
02:00;39;1323;836;44392;1944;1635;2300;-7756;4;12;2;0;;52469
02:15;105;1604;775;44989;1934;1596;2299;-8329;4;12;2;15;;53302
02:30;126;1449;777;44697;1941;1576;2296;-8734;4;12;2;30;;52862
02:45;175;1268;783;44086;1956;1520;2298;-8763;4;12;2;45;;52086
03:00;185;954;787;44452;1965;730;2303;-8914;4;12;3;0;;51376
03:15;180;717;785;45166;1941;749;2299;-9447;4;12;3;15;;51837
03:30;174;782;789;44598;1980;766;2297;-9758;4;12;3;30;;51386
03:45;174;656;782;44517;1981;728;2297;-9953;4;12;3;45;;51135
04:00;181;636;784;44233;2062;702;2298;-10020;4;12;4;0;;50896
04:15;219;671;781;44424;1985;602;2296;-10095;4;12;4;15;;50978
04:30;275;677;789;44459;1955;553;2300;-10092;4;12;4;30;;51008
04:45;275;662;788;44368;2048;572;2297;-10189;4;12;4;45;;51010
05:00;275;686;789;44693;1993;634;2300;-10165;4;12;5;0;;51370
05:15;267;679;788;44081;1958;1338;2301;-9404;4;12;5;15;;51412
05:30;274;847;786;44350;1879;2024;2300;-10058;4;12;5;30;;52460
05:45;273;882;1202;44752;1857;2159;2300;-9945;4;12;5;45;;53425
06:00;261;899;1386;44630;1890;2194;2300;-8955;4;12;6;0;3;53563
06:15;279;1160;1430;44904;1839;2650;2308;-8030;4;12;6;15;33;54603
06:30;274;1419;1678;45351;1859;2890;2307;-8047;4;12;6;30;62;55840
06:45;272;1575;1943;45306;1848;3727;2302;-7953;4;12;6;45;90;57063
07:00;260;1803;2342;45135;1818;4381;2300;-7534;4;12;7;0;118;58157
07:15;329;1868;2275;45085;1787;4524;2321;-6770;4;12;7;15;145;58334
07:30;379;2046;2365;45563;1689;4645;2320;-6789;4;12;7;30;170;59177
07:45;379;2198;2395;45711;1691;5145;2327;-6783;4;12;7;45;194;60040
08:00;379;2356;2339;45405;1631;5720;2331;-6175;4;12;8;0;217;60378
08:15;379;2478;2324;45459;1625;6459;2414;-6380;4;12;8;15;239;61377
08:30;378;2530;2327;45482;1637;6519;2421;-5902;4;12;8;30;259;61553
08:45;378;2548;2325;45583;1611;7023;2411;-6011;4;12;8;45;277;62156
09:00;377;2634;2360;45581;1588;7233;2413;-6133;4;12;9;0;294;62480
09:15;379;2545;2338;45606;1638;7298;2577;-5774;4;12;9;15;310;62691
09:30;379;2620;2355;45705;1700;7501;2562;-5942;4;12;9;30;323;63145
09:45;379;2643;2276;45763;1754;7552;2579;-6057;4;12;9;45;335;63281
10:00;377;2603;2270;45686;1723;7432;2577;-5709;4;12;10;0;346;63014
10:15;378;2605;2310;45787;1790;7297;2745;-5693;4;12;10;15;356;63268
10:30;376;2542;2282;45705;1785;7248;2746;-5473;4;12;10;30;363;63047
10:45;379;2658;2300;45686;1694;7311;2734;-5426;4;12;10;45;369;63131
11:00;398;2645;2338;45777;1745;7385;2737;-5839;4;12;11;0;374;63399
11:15;474;2572;2391;45798;1750;7513;2862;-6008;4;12;11;15;378;63738
11:30;526;2483;2400;45742;1827;7486;2859;-5739;4;12;11;30;380;63703
11:45;530;2515;2414;45742;1894;7470;2858;-5722;4;12;11;45;381;63804
12:00;522;2482;2393;45697;1953;7538;2855;-5587;4;12;12;0;380;63820
12:15;448;2307;2374;45780;1951;6892;2925;-5005;4;12;12;15;379;63056
12:30;350;2284;2355;45725;1872;6808;2932;-5027;4;12;12;30;376;62702
12:45;263;2479;2394;45770;1877;7355;2934;-5113;4;12;12;45;372;63444
13:00;204;2376;2376;45766;1921;6959;2932;-5208;4;12;13;0;367;62901
13:15;182;2415;2400;45678;1852;6620;2954;-4908;4;12;13;15;361;62462
13:30;180;2365;2390;45583;1823;6162;2955;-5042;4;12;13;30;354;61812
13:45;180;2413;2372;45458;1853;6029;2955;-4966;4;12;13;45;345;61605
14:00;180;2391;2363;45416;1784;5920;2953;-4944;4;12;14;0;337;61344
14:15;0;2600;2419;45664;1780;6323;2925;-5276;4;12;14;15;327;62038
14:30;0;2600;2406;45616;1795;5761;2923;-5155;4;12;14;30;317;61418
14:45;0;2536;2390;45502;1730;5183;2926;-5191;4;12;14;45;306;60573
15:00;84;2421;2359;45371;1823;4781;2888;-5044;4;12;15;0;294;60021
15:15;77;2369;2373;45384;1798;4222;2841;-5105;4;12;15;15;282;59346
15:30;124;2373;2335;45509;1906;3931;2845;-5352;4;12;15;30;269;59292
15:45;169;2370;2342;45262;1867;3803;2851;-5340;4;12;15;45;255;58919
16:00;169;2227;2277;44903;1995;3772;2843;-5460;4;12;16;0;241;58427
16:15;169;2330;2292;45038;2035;3772;2720;-5837;4;12;16;15;227;58583
16:30;172;2231;2295;44947;2058;3553;2716;-6022;4;12;16;30;212;58184
16:45;0;2313;2333;45177;1890;3230;2709;-5919;4;12;16;45;198;57850
17:00;0;2263;2311;45033;1995;3270;2709;-6080;4;12;17;0;183;57764
17:15;0;2358;2356;45484;2070;3408;2561;-7084;4;12;17;15;168;58405
17:30;0;2299;2344;45383;1949;3367;2560;-6883;4;12;17;30;153;58055
17:45;0;2290;2361;45365;1942;3441;2563;-6762;4;12;17;45;138;58100
18:00;0;2235;2333;45234;1888;3745;2565;-6578;4;12;18;0;123;58123
18:15;0;1958;2286;44968;1951;3886;2420;-6101;4;12;18;15;108;57577
