Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;Solde;Mois;Jour;Heure;Minute;PV;Total
00:00;0;2243;602;57146;384;7706;5912;-3225;1;1;0;0;;73993
00:15;0;2253;532;57403;368;8352;5930;-4388;1;1;0;15;;74838
00:30;0;2189;551;57516;366;7137;5934;-4128;1;1;0;30;;73693
00:45;0;2063;594;57216;357;6238;5859;-3796;1;1;0;45;;72327
01:00;0;1893;371;57231;349;6170;5866;-3968;1;1;1;0;;71880
01:15;0;1928;354;57409;337;6398;5840;-3662;1;1;1;15;;72266
01:30;0;1774;228;57098;329;6521;5873;-3638;1;1;1;30;;71823
01:45;0;1634;224;57349;320;6791;5872;-3569;1;1;1;45;;72190
02:00;0;1619;156;57252;313;6590;5855;-3881;1;1;2;0;;71785
02:15;0;1676;204;57352;315;6715;5857;-3603;1;1;2;15;;72119
02:30;0;1677;226;57142;316;6091;5858;-3908;1;1;2;30;;71310
02:45;0;1719;216;57224;306;5044;5856;-3831;1;1;2;45;;70365
03:00;0;1616;185;56584;307;4695;5861;-4092;1;1;3;0;;69248
03:15;0;1687;191;56942;301;3929;5862;-4200;1;1;3;15;;68912
03:30;0;1586;225;56286;305;3580;5853;-4121;1;1;3;30;;67835
03:45;0;1607;156;56860;300;2325;5868;-4099;1;1;3;45;;67116
04:00;0;1467;164;56234;301;2211;5867;-4023;1;1;4;0;;66244
04:15;0;1340;186;56564;302;1478;5863;-4072;1;1;4;15;;65733
04:30;0;1210;220;56105;292;1357;5867;-4012;1;1;4;30;;65051
04:45;0;1052;173;56140;291;804;5862;-3801;1;1;4;45;;64322
05:00;0;1015;169;55898;292;723;5865;-3833;1;1;5;0;;63962
05:15;0;1045;209;56168;301;659;5861;-4123;1;1;5;15;;64243
05:30;0;1036;225;55835;293;678;5859;-4115;1;1;5;30;;63926
05:45;0;1013;182;55687;304;492;5860;-3886;1;1;5;45;;63538
06:00;0;975;182;55565;302;493;5862;-3986;1;1;6;0;;63379
06:15;0;855;237;55010;296;534;5859;-3501;1;1;6;15;;62791
06:30;0;870;182;54655;300;576;5865;-3475;1;1;6;30;;62448
06:45;0;903;144;54473;303;632;5863;-3566;1;1;6;45;;62318
07:00;0;910;196;54292;312;528;5855;-3292;1;1;7;0;;62093
07:15;0;865;232;53433;308;699;5854;-2573;1;1;7;15;;61391
07:30;0;896;183;53619;311;722;5853;-2589;1;1;7;30;;61584
07:45;0;897;169;53362;313;981;5860;-2608;1;1;7;45;;61582
08:00;0;915;213;53121;319;858;5854;-2106;1;1;8;0;1;61281
08:15;0;894;208;53033;339;877;5863;-2150;1;1;8;15;2;61216
08:30;0;913;162;53049;348;984;5869;-2367;1;1;8;30;3;61328
08:45;0;907;143;52927;345;1089;5855;-2294;1;1;8;45;4;61270
09:00;0;911;222;52905;337;1115;5683;-2201;1;1;9;0;4;61177
09:15;0;939;153;53655;323;1356;5877;-2913;1;1;9;15;5;62308
09:30;0;940;144;54285;333;1426;5880;-2946;1;1;9;30;6;63014
09:45;0;927;176;54793;337;1628;5865;-3144;1;1;9;45;6;63732
10:00;0;883;229;54734;347;1682;5570;-2679;1;1;10;0;7;63452
10:15;0;885;173;55443;350;1870;5969;-3019;1;1;10;15;7;64697
10:30;0;880;173;55666;339;2124;5960;-2963;1;1;10;30;7;65149
10:45;0;908;209;56045;350;2204;5963;-3011;1;1;10;45;7;65686
11:00;0;916;213;56313;355;2186;5954;-2755;1;1;11;0;8;65945
11:15;0;1065;168;55916;339;2975;6016;-2627;1;1;11;15;8;66487
11:30;0;1206;177;56062;331;3219;6012;-2752;1;1;11;30;8;67015
11:45;0;1317;222;55954;317;3770;6005;-2947;1;1;11;45;8;67593
12:00;0;1389;155;56168;310;3771;6010;-2445;1;1;12;0;7;67810
12:15;0;1416;160;56672;317;3821;6010;-2118;1;1;12;15;7;68403
12:30;0;1418;137;56708;314;4283;5979;-2059;1;1;12;30;7;68846
12:45;0;1509;237;57133;307;5567;5987;-2503;1;1;12;45;7;70747
13:00;0;1446;152;56840;317;5539;6012;-2348;1;1;13;0;6;70312
13:15;0;1418;141;57307;334;5810;5999;-3776;1;1;13;15;6;71015
13:30;0;1283;175;56924;344;5374;5992;-3496;1;1;13;30;6;70098
13:45;0;1242;179;57062;321;4807;5986;-3602;1;1;13;45;5;69602
14:00;0;1096;145;56848;322;4649;5994;-3693;1;1;14;0;5;69059
14:15;0;1080;203;56887;334;4954;5189;-4190;1;1;14;15;5;68652
14:30;0;1108;222;56903;337;4130;5944;-4109;1;1;14;30;4;68648
14:45;0;1088;151;56467;356;3882;5938;-4133;1;1;14;45;4;67886
15:00;0;1087;159;56596;355;3133;5886;-3843;1;1;15;0;3;67219
15:15;0;1095;194;57376;342;2360;5888;-4013;1;1;15;15;3;67258
15:30;0;1097;217;57319;351;2301;5890;-4195;1;1;15;30;3;67178
15:45;0;1101;154;57185;358;2146;5891;-4069;1;1;15;45;2;66837
16:00;0;1098;165;57001;352;2386;5893;-4374;1;1;16;0;2;66897
16:15;0;1102;208;57256;353;3020;5949;-5210;1;1;16;15;1;67889
16:30;0;1123;214;57325;350;3477;5948;-5636;1;1;16;30;1;68438
16:45;0;1128;155;56846;363;4138;5946;-5627;1;1;16;45;;68576
17:00;0;1112;156;56427;349;4404;5903;-4957;1;1;17;0;;68351
17:15;0;1143;219;56428;362;4582;5859;-4237;1;1;17;15;;68593
17:30;0;1206;153;57125;382;4749;5860;-3525;1;1;17;30;;69475
17:45;0;1283;162;56871;389;6079;5859;-3536;1;1;17;45;;70643
18:00;0;1357;155;56952;419;6306;5819;-3063;1;1;18;0;;71008
18:15;0;1397;234;56792;428;6726;5883;-2685;1;1;18;15;;71460
18:30;0;1490;152;57228;454;7130;5883;-3047;1;1;18;30;;72337
18:45;0;1497;169;57204;472;7478;5887;-3144;1;1;18;45;;72707
19:00;0;1527;210;57499;468;7756;5889;-3122;1;1;19;0;;73349
19:15;0;1443;167;57234;485;7618;5882;-2280;1;1;19;15;;72829
19:30;0;1471;185;57320;511;7571;5889;-2406;1;1;19;30;;72947
19:45;0;1440;189;57273;526;7436;5850;-2446;1;1;19;45;;72714
20:00;0;1441;226;57435;551;7415;5874;-2557;1;1;20;0;;72942
20:15;0;1512;166;57618;554;7259;5855;-2551;1;1;20;15;;72964
20:30;0;1471;170;57423;559;7221;5868;-2730;1;1;20;30;;72712
20:45;0;1463;180;57225;566;6900;5848;-2679;1;1;20;45;;72182
21:00;0;1440;184;57022;574;6390;5865;-2723;1;1;21;0;;71475
21:15;0;1494;152;57234;579;6508;5868;-3418;1;1;21;15;;71835
21:30;0;1491;172;57113;582;5720;5866;-3343;1;1;21;30;;70944
21:45;0;1490;206;57009;592;5453;5865;-3455;1;1;21;45;;70615
22:00;0;1431;216;56570;598;5190;5867;-2991;1;1;22;0;;69872
22:15;0;1441;145;56457;605;5936;5812;-2590;1;1;22;15;;70396
22:30;0;1433;161;56414;621;6075;5865;-2388;1;1;22;30;;70569
22:45;0;1502;196;57083;609;7975;5861;-2486;1;1;22;45;;73226
23:00;0;1451;151;56684;603;7526;5864;-2458;1;1;23;0;;72279
23:15;0;1466;182;56807;620;7312;5857;-2790;1;1;23;15;;72244
23:30;0;1429;184;56531;640;6828;5864;-2709;1;1;23;30;;71476
23:45;0;1491;213;57205;654;6799;5871;-2852;1;1;23;45;;72233
00:00;0;1410;161;56637;663;6106;5849;-2579;1;2;0;0;;70826
00:15;0;1395;188;56554;637;5458;5846;-2106;1;2;0;15;;70078
00:30;0;1308;200;56468;640;4415;5845;-2350;1;2;0;30;;68876
00:45;0;1196;207;56415;654;3068;5841;-2030;1;2;0;45;;67381
01:00;0;1156;175;56246;658;2498;5821;-1841;1;2;1;0;;66554
01:15;0;1241;160;56926;692;2035;5820;-1801;1;2;1;15;;66874
01:30;0;1168;226;56458;709;1944;5821;-1586;1;2;1;30;;66326
01:45;0;1009;170;56952;709;1820;5818;-1462;1;2;1;45;;66478
02:00;0;889;150;56693;720;1773;5818;-1792;1;2;2;0;;66043
02:15;0;921;181;58048;730;1711;5810;-2621;1;2;2;15;;67401
02:30;0;907;220;57176;745;1577;5822;-2825;1;2;2;30;;66447
02:45;0;886;169;57033;774;916;5820;-2686;1;2;2;45;;65598
03:00;0;888;175;56616;800;378;5797;-2869;1;2;3;0;;64654
03:15;0;940;180;57358;799;320;5813;-3963;1;2;3;15;;65410
03:30;0;925;171;56809;811;229;5822;-4100;1;2;3;30;;64767
03:45;0;879;150;56098;804;584;5817;-4141;1;2;3;45;;64332
04:00;0;864;145;55691;799;565;5805;-4342;1;2;4;0;;63869
04:15;0;895;174;56464;818;465;5789;-5348;1;2;4;15;;64605
04:30;0;888;140;55995;821;416;5817;-5031;1;2;4;30;;64077
04:45;0;920;159;56191;827;0;5799;-5155;1;2;4;45;;63896
05:00;0;909;143;55920;839;246;5807;-5229;1;2;5;0;;63864
05:15;0;892;197;55889;860;357;5814;-5094;1;2;5;15;;64009
05:30;0;889;144;55759;886;360;5810;-4988;1;2;5;30;;63848
05:45;0;891;164;55882;906;351;5814;-5115;1;2;5;45;;64008
06:00;0;890;197;55755;899;200;5814;-4870;1;2;6;0;;63755
06:15;0;870;185;55584;900;0;5822;-4001;1;2;6;15;;63361
06:30;0;896;149;55806;912;0;5823;-4187;1;2;6;30;;63586
06:45;0;881;156;55718;889;57;5824;-4124;1;2;6;45;;63525
07:00;0;887;181;55577;887;200;5756;-3837;1;2;7;0;;63488
07:15;0;895;149;55628;892;372;5830;-3735;1;2;7;15;;63766
07:30;0;907;166;55884;862;464;5833;-3701;1;2;7;30;;64116
07:45;0;884;146;55971;858;596;5833;-3686;1;2;7;45;;64288
08:00;0;882;175;56077;883;795;5826;-3370;1;2;8;0;1;64639
08:15;0;892;156;56253;876;866;5833;-3376;1;2;8;15;3;64879
08:30;0;897;151;56601;837;937;5827;-3511;1;2;8;30;5;65255
08:45;0;898;193;56745;847;1035;5816;-3513;1;2;8;45;7;65541
09:00;0;896;226;56732;832;1319;5834;-3200;1;2;9;0;9;65848
09:15;0;886;206;56746;818;1444;5828;-2770;1;2;9;15;11;65939
09:30;0;920;176;57717;803;1539;5857;-3043;1;2;9;30;12;67024
09:45;0;910;226;57622;762;2294;5851;-3037;1;2;9;45;14;67679
10:00;0;923;245;57803;764;2381;5884;-2777;1;2;10;0;15;68015
10:15;0;925;167;58008;757;3004;5952;-2976;1;2;10;15;16;68829
10:30;0;929;198;58146;735;3512;5934;-2965;1;2;10;30;17;69471
10:45;0;912;236;57800;726;4214;5926;-3012;1;2;10;45;17;69831
11:00;0;933;163;58116;700;4319;5953;-2903;1;2;11;0;17;70201
11:15;0;935;180;57919;691;4974;6014;-3046;1;2;11;15;18;70731
11:30;0;937;196;58141;665;5084;5994;-3031;1;2;11;30;18;71035
11:45;0;921;250;58024;656;5300;6027;-2737;1;2;11;45;18;71196
12:00;0;913;140;58168;669;5357;5964;-2349;1;2;12;0;17;71228
12:15;0;903;183;58055;653;5468;6031;-1546;1;2;12;15;17;71310
12:30;0;911;218;58353;648;5609;6033;-1520;1;2;12;30;16;71788
12:45;0;944;228;58672;640;6508;6025;-1404;1;2;12;45;16;73033
13:00;0;901;217;58323;635;6458;6004;-1813;1;2;13;0;15;72553
13:15;0;928;168;58870;618;6408;5965;-2992;1;2;13;15;14;72971
13:30;0;929;203;58446;611;5756;5997;-2952;1;2;13;30;14;71956
13:45;0;943;236;58732;618;4503;5996;-2779;1;2;13;45;13;71041
14:00;0;914;174;58288;628;4189;6004;-2839;1;2;14;0;12;70209
14:15;0;953;241;58926;633;3282;5951;-2940;1;2;14;15;11;69997
14:30;0;935;222;58557;667;3038;5962;-2983;1;2;14;30;10;69391
14:45;0;959;202;58376;657;2501;5981;-3030;1;2;14;45;9;68685
15:00;0;1048;217;58415;644;2004;5970;-3134;1;2;15;0;8;68306
15:15;0;1111;245;58701;663;1977;5914;-3714;1;2;15;15;7;68618
15:30;0;1097;243;58224;687;2029;5917;-3779;1;2;15;30;6;68203
15:45;0;1086;268;57884;676;1939;5906;-3714;1;2;15;45;5;67764
16:00;0;1090;217;57921;674;1958;5907;-3825;1;2;16;0;4;67771
16:15;0;1188;269;58737;704;2371;5898;-5185;1;2;16;15;3;69170
16:30;0;1215;284;58856;708;2383;5869;-5031;1;2;16;30;2;69317
16:45;0;1256;288;59081;692;2444;5890;-5139;1;2;16;45;1;69652
17:00;0;1247;472;58825;689;2556;5890;-4386;1;2;17;0;;69679
17:15;0;1263;456;57699;699;2846;5892;-2487;1;2;17;15;;68855
17:30;0;1367;437;58722;712;3949;5867;-2568;1;2;17;30;;71054
17:45;0;1404;406;59336;718;5425;5857;-2878;1;2;17;45;;73146
18:00;0;1503;467;59141;760;6231;5855;-2043;1;2;18;0;;73957
18:15;0;1528;499;58894;771;7066;5880;-1801;1;2;18;15;;74638
18:30;0;1639;647;59318;772;7593;5904;-2133;1;2;18;30;;75873
18:45;0;1624;683;59248;751;8645;5873;-2442;1;2;18;45;;76824
19:00;0;1644;676;59410;762;8938;5889;-2043;1;2;19;0;;77319
19:15;0;1619;683;59373;772;9198;5920;-1991;1;2;19;15;;77565
19:30;0;1657;686;59357;774;9039;5922;-1978;1;2;19;30;;77435
19:45;0;1665;678;59399;742;8890;5904;-2015;1;2;19;45;;77278
20:00;0;1683;683;59437;747;8819;5906;-1978;1;2;20;0;;77275
20:15;0;1678;673;59315;728;8138;5903;-1533;1;2;20;15;;76435
20:30;0;1583;609;59181;737;7843;5907;-1409;1;2;20;30;;75860
20:45;0;1566;661;58863;751;7422;5906;-1441;1;2;20;45;;75169
21:00;0;1459;714;58683;741;6961;5911;-1640;1;2;21;0;;74469
21:15;0;1595;829;58747;749;6670;5904;-2278;1;2;21;15;;74494
21:30;0;1581;859;58530;746;5967;5907;-2162;1;2;21;30;;73590
21:45;0;1680;823;59220;742;4628;5918;-2090;1;2;21;45;;73011
22:00;6;1620;818;58847;729;4572;5930;-2211;1;2;22;0;;72522
22:15;26;1640;972;59128;711;4605;5938;-1872;1;2;22;15;;73020
22:30;59;1587;1036;58893;701;4682;5933;-1483;1;2;22;30;;72891
22:45;59;1730;1027;59497;655;6292;5935;-1529;1;2;22;45;;75195
23:00;59;1665;938;59102;637;6061;5937;-1677;1;2;23;0;;74399
23:15;58;1707;935;59433;625;5518;5938;-1868;1;2;23;15;;74214
23:30;107;1600;952;58734;612;5218;5933;-1454;1;2;23;30;;73156
23:45;162;1700;994;59291;605;5043;5937;-1429;1;2;23;45;;73732
00:00;180;1513;985;58460;603;4891;5939;-1259;1;3;0;0;;72571
00:15;186;1712;782;59446;589;4380;5945;-1996;1;3;0;15;;73040
00:30;188;1599;867;58883;585;4030;5943;-2315;1;3;0;30;;72095
00:45;182;1551;867;58632;577;3189;5943;-2277;1;3;0;45;;70941
01:00;193;1512;890;58637;573;2319;5944;-2101;1;3;1;0;;70068
01:15;187;1563;819;59436;569;2033;5940;-1805;1;3;1;15;;70547
01:30;191;1422;609;59459;562;1976;5949;-1791;1;3;1;30;;70168
01:45;186;1433;594;59615;583;2154;5944;-1610;1;3;1;45;;70509
02:00;182;1378;574;59060;586;2362;5932;-1686;1;3;2;0;;70074
02:15;196;1513;616;59862;588;2063;5851;-1676;1;3;2;15;;70689
02:30;205;1495;599;59370;584;1975;5895;-1930;1;3;2;30;;70123
02:45;214;1509;582;59079;579;1573;5897;-1861;1;3;2;45;;69433
03:00;213;1448;663;58746;588;999;5868;-1866;1;3;3;0;;68525
03:15;213;1468;722;59363;583;842;5895;-2720;1;3;3;15;;69086
03:30;210;1329;614;59054;575;588;5895;-2639;1;3;3;30;;68265
03:45;210;1266;552;58875;574;544;5897;-2692;1;3;3;45;;67918
04:00;209;1319;567;58798;571;44;5882;-2622;1;3;4;0;;67390
04:15;239;1455;687;59430;560;0;5893;-3274;1;3;4;15;;68264
04:30;262;1569;618;59323;566;0;5897;-3313;1;3;4;30;;68235
04:45;283;1640;637;59281;566;0;5895;-3274;1;3;4;45;;68302
05:00;292;1698;663;59354;568;0;5895;-2796;1;3;5;0;;68470
05:15;305;1698;769;58635;576;699;5866;-1692;1;3;5;15;;68548
05:30;325;1882;760;59159;565;766;5918;-1999;1;3;5;30;;69375
05:45;342;2098;1076;59283;561;794;5956;-1859;1;3;5;45;;70110
06:00;329;2269;1242;58493;553;1140;5989;-701;1;3;6;0;;70015
06:15;348;2387;1240;58022;549;1909;5995;990;1;3;6;15;;70450
06:30;361;2614;1515;58690;541;2419;5999;793;1;3;6;30;;72139
06:45;394;2926;1775;58919;540;3325;6011;696;1;3;6;45;;73890
07:00;426;3236;2175;59186;525;4183;6001;1044;1;3;7;0;;75732
07:15;579;3522;2326;59262;524;5184;6005;1215;1;3;7;15;;77402
07:30;692;3965;2422;59635;516;6327;5998;613;1;3;7;30;;79555
07:45;826;4019;2554;59427;526;6857;5992;828;1;3;7;45;;80201
08:00;921;4241;2530;59459;520;6972;6002;1570;1;3;8;0;1;80646
08:15;909;4400;2506;59658;530;6526;5995;2398;1;3;8;15;4;80528
08:30;1000;4550;2535;59653;539;6536;5982;1918;1;3;8;30;6;80801
08:45;1004;4597;2679;59641;545;6660;5978;1915;1;3;8;45;8;81112
09:00;996;4398;2668;59576;548;6803;6005;2028;1;3;9;0;10;81004
09:15;1002;4353;2536;59651;545;6970;6066;2288;1;3;9;15;12;81135
09:30;1004;4378;2500;59741;528;7275;6067;2079;1;3;9;30;13;81506
09:45;1025;4302;2517;59811;531;7259;6086;2225;1;3;9;45;15;81546
10:00;1034;4263;2465;60069;524;7115;6084;2177;1;3;10;0;16;81570
10:15;1063;4277;2532;60088;523;7106;6097;2187;1;3;10;15;17;81703
10:30;1126;4428;2546;60195;510;6595;6126;2389;1;3;10;30;17;81543
10:45;1134;4325;2640;60110;496;6419;6110;2394;1;3;10;45;18;81252
11:00;1156;4308;2658;59904;481;6541;6111;2543;1;3;11;0;18;81177
11:15;1121;4494;2648;60109;475;6558;6175;2465;1;3;11;15;19;81599
11:30;1143;4575;2582;59714;474;6812;6170;2568;1;3;11;30;19;81489
11:45;1126;4551;2500;59363;490;7586;6179;2317;1;3;11;45;18;81813
12:00;1109;4440;2456;59269;485;7728;6171;2531;1;3;12;0;18;81676
12:15;1109;4264;2514;59141;459;7647;6166;2743;1;3;12;15;18;81318
12:30;1108;4045;2587;59099;464;7535;6174;2794;1;3;12;30;17;81029
12:45;1125;4261;2567;59262;469;8296;6177;2684;1;3;12;45;17;82174
13:00;1068;4063;2533;59320;474;7878;6185;2614;1;3;13;0;16;81537
13:15;982;4346;2578;59472;476;7965;6161;1796;1;3;13;15;15;81995
13:30;993;4203;2702;59455;472;7452;6159;1646;1;3;13;30;14;81450
13:45;1002;4334;2771;59472;473;7104;6151;1522;1;3;13;45;13;81320
14:00;984;4053;2797;59432;445;6574;6149;2072;1;3;14;0;12;80446
14:15;993;4370;2913;59585;439;6928;6106;1223;1;3;14;15;11;81345
14:30;1038;4039;3010;59589;443;6306;6102;1183;1;3;14;30;10;80537
14:45;1017;3817;3158;59638;420;5404;6104;1398;1;3;14;45;9;79567
15:00;1024;3763;3176;59755;410;5345;6103;779;1;3;15;0;8;79584
15:15;1069;3729;3184;59799;383;5088;6054;686;1;3;15;15;7;79313
15:30;1158;3560;3147;59649;400;5058;6052;687;1;3;15;30;6;79030
15:45;1197;3612;3126;59478;400;4996;6048;629;1;3;15;45;5;78862
16:00;1176;3514;3153;59312;387;5004;6023;729;1;3;16;0;4;78573
16:15;1193;3810;3209;59602;399;5304;6018;-312;1;3;16;15;3;79538
16:30;1200;3828;3186;59575;382;5451;6023;-358;1;3;16;30;2;79647
16:45;1111;3712;3135;59474;375;5875;6023;-62;1;3;16;45;1;79706
17:00;1003;3796;3212;59524;377;6268;5952;391;1;3;17;0;;80132
17:15;991;3786;3170;59479;364;6951;6023;870;1;3;17;15;;80764
17:30;891;4238;3167;59768;376;8268;6023;1094;1;3;17;30;;82731
17:45;793;4145;3167;59682;377;10126;6028;1030;1;3;17;45;;84318
18:00;803;4271;3225;59943;360;10760;6028;1314;1;3;18;0;;85390
18:15;809;4334;3186;59946;357;10703;6030;1707;1;3;18;15;;85365
18:30;806;4481;3188;59962;357;11347;6012;1557;1;3;18;30;;86153
18:45;814;4505;3206;59968;357;12293;6041;1424;1;3;18;45;;87184
19:00;881;4544;3169;59981;357;12700;6035;1411;1;3;19;0;;87667
19:15;888;4589;3167;59989;369;11775;6048;1783;1;3;19;15;;86825
19:30;889;4615;3175;59975;363;10995;6052;1873;1;3;19;30;;86064
19:45;883;4556;3205;59966;358;10046;6053;1810;1;3;19;45;;85067
20:00;896;4572;3166;59975;350;9536;6054;1429;1;3;20;0;;84549
20:15;788;4390;3170;59996;341;8813;6045;1329;1;3;20;15;;83543
20:30;682;4289;3170;60032;348;8021;6045;1240;1;3;20;30;;82587
20:45;528;4403;3206;60006;359;7344;6049;1228;1;3;20;45;;81895
21:00;355;4089;3173;60024;360;6516;6052;989;1;3;21;0;;80569
21:15;192;4192;3203;59941;366;6133;6052;532;1;3;21;15;;80079
21:30;191;3941;3231;59917;362;5674;6012;233;1;3;21;30;;79328
21:45;183;3791;3184;59497;358;5045;6030;419;1;3;21;45;;78088
22:00;175;3557;3188;59164;359;4714;6053;667;1;3;22;0;;77210
22:15;155;3253;3026;59247;351;5154;6041;1030;1;3;22;15;;77227
22:30;168;3158;2936;59272;354;5360;6050;1316;1;3;22;30;;77298
22:45;174;3657;2927;59882;343;6577;6048;1055;1;3;22;45;;79608
23:00;176;3218;2890;59477;358;6320;6053;1081;1;3;23;0;;78492
23:15;210;3421;2935;59754;346;6049;6023;252;1;3;23;15;;78738
23:30;187;3074;2893;59297;353;5275;5995;1061;1;3;23;30;;77074
23:45;189;3318;2871;59659;356;5384;6037;1127;1;3;23;45;;77814
00:00;179;2998;2881;59173;359;5065;6037;1359;1;4;0;0;;76692
00:15;263;3255;2858;59804;365;4326;6118;599;1;4;0;15;;76989
00:30;242;3094;2824;59658;367;3128;6119;763;1;4;0;30;;75432
00:45;247;2747;2765;59091;376;2672;6111;668;1;4;0;45;;74009
01:00;292;2575;2791;59318;377;2092;6117;539;1;4;1;0;;73562
01:15;361;2563;2837;59690;393;1911;6116;940;1;4;1;15;;73871
01:30;353;2454;2767;59387;395;1826;6116;1063;1;4;1;30;;73298
01:45;350;2542;2774;59784;383;2160;6115;670;1;4;1;45;;74108
02:00;359;2326;2779;59170;384;2088;6094;758;1;4;2;0;;73200
02:15;366;2522;2890;60082;390;2036;6064;413;1;4;2;15;;74350
02:30;367;2405;2804;59629;374;2054;6083;99;1;4;2;30;;73716
02:45;364;2292;2816;58949;379;2014;6080;149;1;4;2;45;;72894
03:00;363;2211;2902;58544;381;1959;6074;-404;1;4;3;0;;72434
03:15;384;2317;2354;58998;384;1933;6056;-882;1;4;3;15;;72426
03:30;364;2019;2255;59038;387;1803;6065;-1151;1;4;3;30;;71931
03:45;364;1866;2284;58847;382;1568;6020;-1175;1;4;3;45;;71331
04:00;370;1855;2340;58805;380;1243;6012;-1107;1;4;4;0;;71005
04:15;358;1951;2329;59609;374;831;6070;-1474;1;4;4;15;;71522
04:30;396;1966;2308;59657;396;853;6071;-1867;1;4;4;30;;71647
04:45;385;1921;2327;59266;409;898;6069;-1614;1;4;4;45;;71275
05:00;388;1926;2348;59217;411;885;6069;-1044;1;4;5;0;;71244
05:15;439;1861;2705;58705;424;822;6068;283;1;4;5;15;;71024
05:30;533;1967;2751;59042;437;872;6080;355;1;4;5;30;;71682
05:45;618;1996;2841;59391;438;1118;6105;364;1;4;5;45;;72507
06:00;692;2067;2788;59827;428;1221;6121;961;1;4;6;0;;73144
06:15;757;2035;3101;59350;433;1592;6109;2819;1;4;6;15;;73377
06:30;865;2469;3061;59939;444;2445;6125;2503;1;4;6;30;;75348
06:45;989;2745;3071;59398;455;4260;6169;2337;1;4;6;45;;77087
07:00;1105;3143;3033;60124;493;4514;6215;2964;1;4;7;0;;78627
07:15;1086;3085;2992;60085;508;5715;6166;3591;1;4;7;15;;79637
07:30;1156;3321;3201;60426;536;6919;6159;3423;1;4;7;30;;81718
07:45;1226;3325;3249;60128;567;8158;6165;3115;1;4;7;45;;82818
08:00;1045;3592;3005;60249;576;8934;6163;3740;1;4;8;0;1;83565
08:15;1079;3584;3201;60150;586;9464;6172;3290;1;4;8;15;3;84239
08:30;1526;3600;3087;60255;583;9007;6173;3016;1;4;8;30;5;84236
08:45;1687;3771;3000;60296;599;8620;6165;3193;1;4;8;45;8;84146
09:00;1770;3805;3142;60232;615;8272;6164;3175;1;4;9;0;9;84009
09:15;1703;4176;3223;60400;619;8514;6185;2795;1;4;9;15;11;84831
09:30;1742;4159;3247;60391;625;8761;6187;2739;1;4;9;30;13;85125
09:45;1746;4007;3204;60294;592;8884;6181;2983;1;4;9;45;14;84922
10:00;1727;3875;3261;60257;567;8826;6179;3081;1;4;10;0;15;84707
10:15;1736;4259;3250;60269;590;9606;6222;1877;1;4;10;15;16;85948
10:30;1735;4191;3309;60239;589;9603;6225;1627;1;4;10;30;17;85908
10:45;1739;4136;3283;60193;565;9445;6230;1915;1;4;10;45;17;85608
11:00;1684;4107;3300;60150;555;9416;6225;1873;1;4;11;0;18;85455
11:15;1614;4342;3275;60324;544;9806;6281;1643;1;4;11;15;18;86204
11:30;1529;4367;3344;60321;538;9858;6257;1532;1;4;11;30;18;86232
11:45;1443;4419;3281;60383;519;9963;6280;1742;1;4;11;45;18;86306
12:00;1361;4393;3273;60395;523;9929;6230;1942;1;4;12;0;17;86121
12:15;1324;4192;3317;60407;541;8949;6284;2720;1;4;12;15;17;85031
12:30;1317;3931;3301;60404;530;8631;6291;3119;1;4;12;30;17;84422
12:45;1325;4207;3287;60388;530;9479;6272;2879;1;4;12;45;16;85504
13:00;1320;4001;3279;60402;514;9072;6288;2807;1;4;13;0;15;84891
13:15;1327;3950;3249;60403;511;8748;6265;2739;1;4;13;15;14;84467
13:30;1224;3915;3217;60391;507;8166;6271;2793;1;4;13;30;14;83705
13:45;1135;4097;3205;60391;511;7886;6215;2889;1;4;13;45;13;83453
14:00;975;3951;3220;60390;507;7919;6264;2784;1;4;14;0;12;83238
14:15;720;4395;3303;60385;519;8728;6174;2067;1;4;14;15;11;84235
14:30;570;4316;3252;60407;525;8659;6217;1540;1;4;14;30;10;83956
14:45;418;4339;3266;60376;550;7916;6209;1750;1;4;14;45;9;83083
15:00;365;4194;3238;60354;551;7629;6211;1651;1;4;15;0;8;82550
15:15;372;4265;3217;60358;564;7693;6141;1249;1;4;15;15;7;82617
15:30;371;4091;3252;60323;546;7348;6114;1277;1;4;15;30;6;82051
15:45;377;4363;3215;60371;534;7166;6112;1026;1;4;15;45;5;82143
16:00;363;4284;3207;60326;534;7122;6100;1012;1;4;16;0;4;81940
16:15;374;3937;3257;60360;537;7831;6117;606;1;4;16;15;3;82416
16:30;377;3903;3212;60339;547;8417;6091;71;1;4;16;30;2;82888
16:45;381;3848;3219;60343;555;8586;6119;423;1;4;16;45;1;83052
17:00;371;3926;3223;60318;579;9381;6167;102;1;4;17;0;;83965
17:15;384;3683;3269;60363;592;9460;6117;890;1;4;17;15;;83868
17:30;378;4025;3216;60364;635;10912;6070;1045;1;4;17;30;;85600
17:45;442;4049;3223;60349;670;12584;6116;682;1;4;17;45;;87433
18:00;601;4046;3208;60351;695;13372;6112;944;1;4;18;0;;88385
18:15;836;3955;3215;60330;695;13024;6117;1672;1;4;18;15;;88172
18:30;1126;3896;3197;60330;733;13146;6124;1772;1;4;18;30;;88552
18:45;1290;3972;3207;60325;763;13324;6120;1760;1;4;18;45;;89001
19:00;1320;4024;3225;60322;802;13429;6081;2243;1;4;19;0;;89203
