Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;PV
06:00;0;0;208;40920;664;1620;4899;37
06:15;0;0;212;41107;657;2020;4904;72
06:30;0;0;212;41351;638;2081;4901;106
06:45;0;0;210;42223;643;1562;4902;138
07:00;0;0;207;42652;634;1819;4896;171
07:15;0;0;209;43194;611;2022;4915;201
07:30;0;0;211;43597;590;1883;4912;229
07:45;0;0;215;43993;582;1643;4909;256
08:00;0;0;216;44187;573;1820;4910;282
08:15;0;0;215;44504;569;2741;5031;305
08:30;0;0;213;45033;562;3147;5033;326
08:45;0;0;216;44598;541;4130;5040;345
09:00;0;0;212;45135;508;4250;5039;364
09:15;0;0;213;45139;501;5340;5279;379
09:30;0;0;209;45366;485;5296;5287;393
09:45;0;0;214;45372;465;5323;5305;405
10:00;0;0;212;45562;441;5422;5303;416
10:15;0;0;210;45759;419;5022;5566;424
10:30;0;0;211;45449;416;5106;5557;431
10:45;0;0;202;45717;409;4734;5565;436
11:00;0;0;212;45193;411;4878;5566;440
11:15;0;0;201;45653;405;5047;5757;442
11:30;0;0;211;45365;414;4975;5759;443
11:45;0;0;211;45299;427;5198;5760;442
12:00;0;0;209;45508;423;5206;5753;440
12:15;0;0;170;45766;435;5611;5840;436
12:30;0;0;183;45767;427;5585;5838;431
12:45;0;0;201;46039;448;6601;5836;425
13:00;0;0;206;45722;460;6334;5833;418
13:15;0;0;203;45397;511;5640;5841;410
13:30;0;0;158;45042;548;4838;5841;400
13:45;0;0;204;45456;607;3665;5836;390
14:00;0;0;205;45127;663;3446;5839;379
14:15;0;0;209;45583;692;2995;5689;366
14:30;0;0;191;45237;769;2940;5684;353
14:45;0;0;204;44970;809;2270;5685;340
15:00;0;0;208;44571;868;2041;5682;325
15:15;0;0;206;44852;919;1391;5531;310
15:30;0;0;202;44642;1013;1403;5536;295
15:45;0;0;207;44220;1088;1090;5532;279
16:00;0;0;203;43801;1196;1070;5531;262
16:15;0;0;205;44649;1241;1090;5317;245
16:30;0;0;205;44367;1379;1040;5314;228
16:45;0;0;203;44229;1440;1020;5308;211
17:00;0;0;206;43892;1570;1060;5309;194
17:15;0;0;204;44209;1563;1730;5083;176
17:30;0;0;208;44860;1621;1827;5081;159
17:45;0;0;204;44967;1648;1926;5082;141
18:00;0;0;207;45199;1648;2110;5081;124
18:15;0;0;202;45821;1752;2268;4895;106
18:30;0;0;207;46634;1783;2372;4895;89
18:45;0;0;205;46262;1831;3260;4892;71
19:00;0;0;204;46921;1843;3633;4889;53
19:15;0;0;204;46268;1828;4820;4784;36
19:30;0;0;206;46782;1900;4897;4765;18
19:45;0;0;209;46784;1844;5141;4754;
20:00;0;0;209;46910;1909;5247;4753;
20:15;0;0;208;46787;1942;5446;4730;
20:30;0;0;203;47100;1947;5841;4728;
20:45;0;0;207;47361;2004;6215;4732;
21:00;0;0;204;46865;2028;6388;4736;
21:15;0;0;201;47070;1986;6001;4738;
21:30;0;0;193;46674;2110;5359;4741;
21:45;0;0;192;46733;2180;4652;4732;
22:00;0;0;193;46537;2248;4653;4738;
22:15;0;0;172;46998;2279;4933;4728;
22:30;0;0;198;46681;2284;5259;4742;
22:45;0;0;194;47297;2224;7455;4738;
23:00;0;0;195;47112;2236;7089;4746;
23:15;0;0;201;47322;2190;6462;4553;
23:30;0;0;192;46941;2222;6078;4557;
23:45;0;0;201;47432;2175;6489;4555;
00:00;0;0;201;46848;2164;5900;4550;
00:15;0;0;192;46883;2168;5330;4536;
00:30;0;0;195;46431;2152;4375;4542;
00:45;0;0;195;45843;2126;3634;4531;
01:00;0;0;197;45692;2104;3402;4536;
01:15;0;0;195;45797;2126;2912;4300;
01:30;0;0;192;45595;2141;2899;4275;
01:45;0;0;198;45758;2155;2606;4211;
02:00;0;0;199;45846;2183;2442;4071;
02:15;0;0;201;47039;2158;2647;3469;
02:30;0;0;194;46299;2134;2578;3432;
02:45;0;0;181;46173;2129;1594;3438;
03:00;0;0;195;45903;2097;1517;3439;
03:15;0;0;176;45989;2037;1345;3292;
03:30;0;0;195;45285;2048;1361;3287;
03:45;0;0;167;44563;2058;1211;3291;
04:00;0;0;183;44390;2060;1243;3295;
04:15;0;0;184;44252;2023;989;3289;
04:30;0;0;194;43828;2013;932;3291;
04:45;0;0;193;43655;2002;1000;3282;
05:00;0;0;197;43088;2037;1248;3279;
05:15;0;0;197;43160;2014;1617;3279;
05:30;0;0;199;43196;2006;1673;3276;
05:45;0;0;195;43554;1985;1643;3274;1
06:00;0;0;202;43846;1989;1660;3266;75
06:15;0;0;204;43728;1976;1829;3124;145
06:30;0;0;206;43829;1991;1787;3125;214
06:45;0;0;210;43980;1969;1972;3120;280
07:00;0;0;204;44091;1940;2032;3124;345
07:15;0;0;208;44339;1948;1813;3125;405
07:30;0;0;205;44450;1941;1887;3126;462
07:45;0;0;206;44805;1945;1567;3130;515
08:00;0;0;201;45042;1887;1578;3129;567
08:15;0;0;205;45220;1843;2195;3080;613
08:30;0;0;205;45509;1768;2328;3076;655
08:45;0;0;208;46161;1696;2511;3080;694
09:00;0;0;204;46378;1584;2603;3082;730
09:15;0;0;200;46311;1515;2663;3239;761
09:30;0;0;206;46104;1490;2628;3245;788
09:45;0;0;203;46125;1457;2902;3262;812
10:00;0;0;205;46373;1487;2913;3250;834
10:15;0;0;207;46752;1469;2947;3452;850
10:30;0;0;209;46636;1469;2708;3467;863
10:45;0;0;205;46394;1474;2758;3467;873
11:00;0;0;204;46274;1499;2735;3470;881
11:15;0;0;210;45504;1507;2693;3667;885
11:30;0;0;208;45258;1531;3037;3671;885
11:45;0;0;210;45584;1550;3005;3670;883
12:00;0;0;212;45699;1535;3124;3672;879
12:15;0;0;214;45432;1478;3271;3774;871
12:30;0;0;211;45403;1446;3162;3769;861
12:45;0;0;210;46149;1450;3416;3771;848
13:00;0;0;213;45776;1403;3211;3773;834
13:15;0;0;211;45096;1368;2521;3767;817
13:30;0;0;209;44181;1350;2535;3774;798
13:45;0;0;210;43671;1339;1717;3770;777
14:00;0;0;206;42978;1343;1723;3767;755
14:15;0;0;203;42495;1351;1483;3707;730
14:30;0;0;203;42070;1329;1479;3701;704
14:45;0;0;207;41327;1311;1562;3706;677
15:00;0;0;203;40300;1315;1545;3698;648
15:15;0;0;208;40177;1277;1432;3525;618
15:30;0;0;210;39854;1301;1440;3524;587
15:45;0;0;206;39099;1303;1759;3521;555
16:00;0;0;210;38876;1278;1749;3520;522
16:15;0;0;208;39051;1250;1715;3283;488
16:30;0;0;194;38752;1257;1909;3286;454
16:45;0;0;211;38503;1251;2015;3282;420
17:00;0;0;210;38331;1274;2573;3271;385
17:15;0;0;195;39823;1254;3016;3031;351
17:30;0;0;212;40382;1257;3063;3032;316
17:45;0;0;190;40843;1246;3045;3028;281
18:00;0;0;198;41274;1243;2975;3022;246
18:15;0;0;201;43139;1218;2931;2829;211
18:30;0;0;201;44212;1205;3051;2821;176
18:45;0;0;203;45222;1210;3208;2823;141
19:00;0;0;203;45948;1177;3209;2821;106
19:15;0;0;204;46045;1183;4845;2655;71
19:30;0;0;196;46738;1144;5174;2648;36
19:45;0;0;203;46945;1139;5931;2648;
20:00;0;0;201;47325;1140;5867;2645;
20:15;0;0;203;47552;1152;6129;2610;
20:30;0;0;211;47937;1211;6277;2608;
20:45;0;0;208;48140;1252;7370;2621;
21:00;0;0;208;48243;1341;7588;2639;
21:15;0;0;199;47999;1385;6679;2631;
21:30;0;0;208;47943;1439;5746;2629;
21:45;0;0;199;48154;1510;5131;2619;
22:00;0;0;203;47701;1530;4976;2630;
22:15;0;0;200;47296;1568;4809;2635;
22:30;0;0;179;46969;1573;4857;2632;
22:45;0;0;198;47940;1573;6525;2649;
23:00;0;0;197;47741;1557;5967;2644;
23:15;0;0;204;47673;1555;5351;2643;
23:30;0;0;202;46856;1552;4915;2641;
23:45;0;0;198;47682;1542;5044;2648;
00:00;0;0;195;47208;1491;4959;2642;
00:15;0;0;192;48025;1466;5102;2565;
00:30;0;0;197;47665;1480;3849;2568;
00:45;0;0;199;46942;1493;3309;2506;
01:00;0;0;198;47197;1545;2534;2508;
01:15;0;0;179;48271;1525;2289;2496;
01:30;0;0;199;47442;1529;2181;2497;
01:45;0;0;201;47599;1498;2154;2494;
02:00;0;0;191;47481;1467;2177;2484;
02:15;0;0;185;48075;1435;1794;2454;
02:30;0;28;197;47110;1414;1737;2445;
02:45;0;49;172;46828;1432;955;2456;
03:00;0;80;197;46544;1418;791;2463;
03:15;0;117;200;47487;1387;711;2446;
03:30;0;145;207;46575;1371;691;2447;
03:45;0;277;193;46262;1322;661;2449;
04:00;0;282;197;45669;1324;692;2451;
04:15;0;299;189;46635;1327;766;2451;
04:30;0;351;190;46646;1330;771;2452;
04:45;0;475;229;46430;1308;1094;2449;
05:00;32;562;305;46277;1274;1390;2473;
05:15;71;732;303;46444;1265;1533;2470;
05:30;81;945;301;46918;1268;1537;2474;
05:45;103;1101;363;48164;1300;1556;2476;1
06:00;133;1206;368;48320;1290;2206;2440;60
06:15;155;1384;367;49293;1268;2633;2485;116
06:30;154;1572;429;49940;1261;3421;2486;171
06:45;154;1755;443;50136;1252;5107;2491;224
07:00;155;1943;608;50873;1201;5712;2545;277
07:15;155;2126;696;51190;1170;7005;2560;325
07:30;155;2283;914;51047;1167;7837;2570;370
07:45;207;2597;1013;51017;1151;7844;2570;414
08:00;269;2892;1195;51052;1113;7953;2570;455
08:15;278;3122;1250;51230;1128;7958;2694;492
08:30;277;3264;1246;51331;1121;7831;2695;526
08:45;278;3328;1254;51503;1080;8052;2709;558
09:00;277;3379;1254;51535;944;8103;2705;587
09:15;277;3413;1247;51774;835;7935;2971;612
09:30;329;3397;1243;51730;748;7764;2965;634
09:45;295;3480;1242;51713;687;7480;2970;653
10:00;345;3497;1244;51724;636;7453;2998;671
10:15;152;3629;1258;51718;616;7785;3246;684
10:30;152;3544;1254;51714;583;7536;3251;695
10:45;365;3516;1249;51700;567;7069;3234;703
11:00;401;3495;1250;51669;567;7027;3230;709
11:15;387;3547;1269;51677;584;7447;3403;712
11:30;325;3507;1258;51659;603;7209;3395;713
11:45;296;3503;1270;51679;609;7007;3391;711
12:00;299;3439;1256;51678;613;6877;3397;708
12:15;297;3431;1249;51635;605;6434;3501;702
12:30;297;3348;1257;51468;611;6197;3503;694
12:45;297;3564;1274;51502;618;6610;3499;684
13:00;295;3356;1243;51434;584;6186;3499;673
13:15;302;3376;1273;51236;603;5675;3531;659
13:30;302;3354;1278;51232;629;5048;3525;643
13:45;304;3310;1264;51228;615;4825;3525;627
14:00;303;3204;1240;51136;600;4669;3524;609
14:15;306;3608;1195;51354;604;4821;3476;589
14:30;305;3437;1130;51239;591;4656;3471;568
14:45;391;3280;986;51067;569;4114;3480;546
15:00;481;3232;986;50625;581;3936;3479;523
15:15;541;3596;782;51158;557;4097;3324;499
15:30;555;3453;657;50915;551;4077;3320;474
15:45;554;3434;616;50997;540;4051;3327;448
16:00;555;3219;612;50708;545;4002;3319;421
16:15;566;3245;621;50835;546;4135;3101;394
16:30;568;3064;611;50528;532;4124;3104;367
16:45;568;3077;613;50529;521;3934;3111;339
17:00;570;3111;615;50533;503;4002;3119;311
17:15;570;3299;623;50870;488;3836;2886;283
17:30;570;3263;622;50961;491;3886;2893;255
17:45;571;3211;613;50741;476;4289;2850;227
18:00;570;3219;614;50762;463;4469;2831;199
18:15;284;3197;621;50780;462;4877;2612;171
18:30;0;3583;630;51246;453;5001;2598;142
18:45;0;3542;623;51088;456;6066;2596;114
19:00;0;3598;623;51158;447;6404;2593;86
19:15;0;3350;615;50730;447;6510;2491;57
19:30;0;3457;623;50883;465;6569;2496;29
19:45;0;3477;619;50869;485;6937;2494;1
20:00;0;3500;617;50898;515;6914;2497;
20:15;0;3519;614;50833;551;7431;2456;
20:30;0;3474;609;51128;592;7375;2463;
20:45;0;3531;620;51301;647;7724;2448;
21:00;0;3418;619;51135;692;7942;2446;
21:15;0;3129;633;51419;738;7600;2445;
21:30;0;2931;624;51218;773;7502;2446;
21:45;0;2718;451;51044;831;6976;2451;
22:00;0;2464;208;51016;862;6195;2438;
22:15;0;2236;213;51018;882;5512;2424;
22:30;0;2181;213;50976;901;5502;2416;
22:45;0;2506;210;51280;909;7636;2411;
23:00;0;2283;212;51027;904;7230;2410;
23:15;0;2433;214;51220;879;6731;2400;
23:30;0;2216;214;51006;836;6285;2387;
23:45;0;2555;205;51145;828;6366;2381;
00:00;0;2272;205;50805;818;6178;2379;
00:15;0;2287;209;50781;813;5249;2384;
00:30;0;2120;212;50451;785;4223;2386;
00:45;0;2233;209;50692;770;2360;2384;
01:00;0;2053;205;50440;755;2252;2382;
01:15;0;2247;207;50737;765;1807;2383;
01:30;0;2183;210;50718;761;1628;2387;
01:45;0;2233;206;50840;733;1569;2384;
02:00;0;1939;204;50649;717;1432;2386;
02:15;0;2222;201;51230;723;1327;2382;
02:30;0;1988;208;50797;717;1275;2386;
02:45;0;1887;212;50651;709;777;2389;
03:00;0;1668;213;50198;695;757;2391;
03:15;0;1965;208;51153;693;962;2381;
03:30;0;1907;207;50745;693;925;2384;
03:45;0;1937;205;50812;699;826;2375;
04:00;0;1808;210;50458;703;799;2376;
04:15;0;1841;200;50340;724;672;2369;
04:30;0;1989;205;50522;738;666;2376;
04:45;0;2057;205;50548;747;686;2370;
05:00;0;2071;203;50458;762;725;2377;
05:15;0;2025;253;50325;782;791;2373;
05:30;0;2110;380;50626;812;831;2375;
05:45;109;2292;460;50949;812;964;2388;1
06:00;135;2574;445;51396;785;1078;2383;62
06:15;141;2447;591;51132;759;2250;2401;119
06:30;162;2571;680;51336;731;3333;2400;175
06:45;162;2648;745;51423;751;4233;2401;229
07:00;162;2684;1081;51497;756;6033;2450;282
07:15;162;2574;1346;51387;751;6807;2496;330
07:30;162;2595;1512;51574;749;7268;2493;376
07:45;245;2483;1527;51559;716;7288;2491;419
08:00;335;2659;1530;51588;719;7606;2494;460
08:15;401;2605;1535;51573;696;8143;2629;497
08:30;472;2568;1522;51515;681;8021;2630;530
08:45;523;2575;1508;51519;674;8102;2632;560
09:00;562;2596;1512;51518;635;8145;2672;589
09:15;563;2777;1526;51508;581;8634;2904;613
09:30;563;2798;1530;51512;557;8482;2903;634
09:45;563;2819;1532;51503;549;8388;2904;653
10:00;563;2768;1524;51621;519;8101;2942;669
10:15;561;2786;1550;51683;504;7966;3188;682
10:30;564;2729;1543;51645;500;7856;3194;692
10:45;698;2684;1537;51628;500;7432;3196;699
11:00;694;2617;1519;51603;531;7336;3198;705
11:15;692;2618;1461;51609;523;7178;3401;707
11:30;692;2618;1548;51574;518;7212;3400;707
11:45;691;2558;1503;51577;525;7157;3392;705
12:00;691;2588;1535;51549;557;6993;3390;701
12:15;563;2489;1535;51401;577;5878;3518;695
12:30;560;2389;1510;51255;594;5796;3512;686
12:45;560;2648;1539;51335;586;6188;3516;676
13:00;561;2470;1527;51290;620;6021;3520;664
13:15;562;2805;1562;51427;613;5847;3543;650
13:30;560;2737;1553;51301;651;5819;3537;635
13:45;562;2587;1540;51154;722;5743;3532;618
14:00;562;2439;1531;51082;750;5452;3532;600
14:15;561;2713;1550;51258;764;5656;3482;581
14:30;562;2508;1534;51093;775;5325;3489;560
14:45;560;2634;1543;51043;798;4687;3482;538
15:00;559;2456;1537;50763;868;4538;3485;515
15:15;557;2732;1561;51212;887;4535;3351;491
15:30;557;2679;1553;51103;928;4462;3334;466
15:45;557;2548;1555;51151;983;4310;3331;441
16:00;556;2396;1539;50969;1047;4240;3298;415
16:15;557;2453;1511;51108;1100;4411;3078;388
16:30;557;2366;1543;50991;1149;4102;3075;361
16:45;557;2364;1510;51023;1222;3947;3071;334
17:00;557;2303;1542;50908;1216;4084;3075;306
17:15;557;2181;1532;51059;1208;4229;2836;279
17:30;555;2282;1537;51078;1194;4264;2835;251
17:45;557;2266;1535;51099;1272;4404;2833;224
18:00;556;2292;1521;50956;1319;4416;2831;196
18:15;557;2159;1512;50978;1344;4326;2626;168
18:30;532;2322;1527;51190;1226;4509;2627;140
18:45;499;2483;1527;51305;1240;5252;2624;112
19:00;467;2728;1542;51301;1237;5881;2629;84
19:15;441;2704;1539;51249;1193;6151;2503;57
19:30;408;2701;1546;51272;1222;6090;2501;29
19:45;378;2699;1546;51280;1195;6020;2500;1
20:00;351;2717;1544;51264;1274;6144;2506;
20:15;316;2654;1526;51235;1309;7034;2468;
20:30;287;2512;1517;51221;1286;6655;2468;
20:45;234;2534;1525;51272;1259;6797;2464;
21:00;171;2505;1517;51252;1278;6764;2472;
21:15;139;2610;1539;51299;1230;5592;2452;
21:30;105;2482;1526;51075;1313;5273;2450;
21:45;103;2491;1530;51095;1278;4657;2447;
22:00;105;2190;1507;50817;1345;4460;2445;
22:15;103;2216;1292;50704;1388;4635;2407;
22:30;102;2247;1198;50770;1456;4677;2407;
22:45;0;2700;1146;51165;1482;5961;2394;
23:00;0;2380;1125;50793;1528;5558;2400;
23:15;0;2330;1123;50486;1538;3884;2370;
23:30;0;2458;1135;50442;1483;3633;2367;
23:45;0;2804;796;51041;1448;3287;2369;
00:00;0;2664;440;50731;1300;3152;2361;
00:15;0;2845;148;51375;1204;2827;2331;
00:30;0;2532;171;50655;1192;2675;2333;
00:45;0;2271;197;50270;1126;1546;2325;
01:00;0;2037;199;50067;1097;1296;2328;
01:15;0;2034;204;50899;1066;758;2328;
01:30;0;2008;216;51021;1030;735;2317;
01:45;0;1924;224;50851;987;1383;2324;
02:00;0;1756;228;49942;955;1427;2325;
02:15;0;1960;227;50992;936;2180;2324;
02:30;0;1869;221;50536;919;2133;2325;
02:45;0;1820;220;50192;913;2057;2335;
03:00;0;1717;217;49593;901;1996;2334;
03:15;0;1890;236;50639;885;2054;2322;
03:30;0;1914;267;50845;877;1215;2321;
03:45;0;1883;281;50611;875;1068;2319;
04:00;0;1866;359;50574;876;753;2318;
04:15;0;1909;460;50831;882;443;2319;
04:30;0;1893;461;50658;841;391;2315;
04:45;0;1889;457;50636;789;378;2317;
05:00;0;1866;441;50535;757;376;2313;
05:15;0;1801;459;49931;748;224;2315;
05:30;0;1936;628;50403;736;232;2315;
05:45;0;2114;672;50980;717;300;2314;1
06:00;0;2324;703;51305;682;431;2304;38
06:15;0;2432;930;51066;645;1590;2326;73
06:30;13;2552;959;50969;657;2886;2349;108
06:45;22;2572;1281;51072;632;3889;2366;141
07:00;26;2574;1654;51198;602;5111;2401;173
07:15;60;2472;1770;51452;592;5953;2436;203
07:30;71;2645;1816;51533;574;6324;2446;231
07:45;79;2482;1891;51631;578;6360;2437;258
08:00;141;2693;1956;51625;579;6817;2432;283
08:15;194;2498;1881;51636;545;6406;2589;306
08:30;193;2552;1952;51621;537;6622;2588;326
08:45;193;2670;1910;51653;492;7184;2592;345
09:00;201;2658;1925;51637;455;7495;2576;363
09:15;211;2706;1942;51675;425;7708;2859;378
09:30;202;2694;1952;51653;411;7640;2861;391
09:45;193;2702;1943;51652;392;7786;2868;402
10:00;240;2713;1879;51600;383;7803;2890;413
10:15;387;2772;1958;51583;383;8021;3145;420
10:30;641;2688;1898;51573;379;7713;3147;426
10:45;830;2737;1942;51516;376;7551;3141;431
11:00;901;2667;1868;51408;377;7399;3141;435
11:15;922;2700;1895;51376;383;7563;3353;436
11:30;926;2786;1881;51388;386;7364;3358;436
11:45;840;2896;1913;51410;394;7496;3359;435
12:00;698;2995;1918;51439;398;7675;3330;433
12:15;423;3039;1924;51448;396;7450;3481;429
12:30;360;2960;1866;51389;401;7192;3469;423
12:45;364;2998;1823;51399;401;8068;3468;417
13:00;365;2934;1812;51371;410;7713;3470;410
13:15;229;3117;1868;51554;397;7154;3486;401
13:30;191;3087;1887;51546;391;6907;3484;392
13:45;167;3118;1859;51534;376;6682;3495;381
14:00;81;3129;1918;51555;393;6618;3492;371
14:15;0;3406;1911;51544;391;7402;3419;358
14:30;0;3273;1927;51521;386;7526;3418;346
14:45;0;3303;1856;51466;380;6726;3417;332
15:00;0;3178;1812;51274;375;6216;3417;318
15:15;0;3336;1635;51415;367;6097;3284;303
15:30;0;3320;1523;51424;372;6011;3297;288
15:45;0;3228;1482;51320;384;5792;3281;272
16:00;0;3181;1467;51178;384;5561;3268;256
16:15;0;3223;1521;51128;387;5494;3051;240
16:30;0;3118;1538;51048;391;5257;3055;223
16:45;0;3172;1564;51140;387;5168;3060;206
17:00;0;3146;1555;51041;372;5124;3048;189
17:15;0;3021;1557;51268;352;5483;2808;172
17:30;0;3120;1568;51351;359;5631;2810;155
17:45;0;3177;1576;51379;393;5735;2811;138
18:00;0;3102;1559;51316;421;5761;2816;121
18:15;0;2888;1549;51384;415;5508;2597;104
18:30;0;3169;1559;51449;407;6042;2605;87
18:45;0;3260;1565;51491;404;6895;2598;69
19:00;0;3450;1573;51479;396;7203;2597;52
19:15;0;3282;1547;51523;414;7778;2476;35
19:30;0;3380;1573;51571;425;7967;2476;18
19:45;0;3357;1570;51572;438;7804;2473;1
20:00;0;3345;1567;51579;439;7763;2472;
20:15;0;3280;1584;51585;465;7674;2430;
20:30;0;3239;1634;51590;485;7514;2428;
20:45;0;3233;1633;51579;525;7538;2438;
21:00;0;3232;1628;51612;559;7580;2437;
21:15;0;3371;1393;51586;564;6919;2441;
21:30;0;3223;1216;51511;596;6295;2442;
21:45;0;2975;1205;51537;646;5486;2448;
22:00;0;2810;1198;51471;667;5262;2441;
22:15;0;2851;1198;51486;680;5190;2394;
22:30;0;2784;1174;51461;701;5206;2372;
22:45;0;3320;1061;51619;682;6066;2352;
23:00;0;3118;917;51434;670;5666;2356;
23:15;0;3234;657;51456;688;5145;2326;
23:30;0;2886;647;50989;683;4941;2322;
23:45;0;3164;688;51203;681;5014;2324;
00:00;0;2791;664;50907;690;4607;2326;
00:15;0;3097;601;51145;701;3432;2413;
00:30;0;2688;389;50656;713;3015;2410;
00:45;0;2788;375;50936;716;1323;2405;
01:00;0;2621;368;50636;714;1265;2408;
01:15;0;2948;358;51241;730;1327;2405;
01:30;0;2707;367;50905;766;1298;2409;
01:45;0;2773;368;50960;773;1465;2405;
02:00;0;2589;371;50566;785;1497;2408;
02:15;0;2878;453;51046;770;2613;2405;
02:30;0;2635;495;50535;774;2539;2410;
02:45;0;2572;490;50214;784;2095;2409;
03:00;0;2401;491;49883;783;2027;2416;
03:15;0;2687;488;49949;794;2815;2407;
03:30;0;2505;488;49970;808;2629;2409;
03:45;0;2460;519;50086;801;1925;2406;
04:00;0;2401;521;49913;796;1837;2401;
04:15;0;2783;557;50656;795;1622;2397;
04:30;0;2923;563;50704;784;1529;2398;
04:45;0;2972;616;50441;793;1989;2396;
05:00;0;2872;609;50410;806;1914;2397;
05:15;0;2639;837;50102;831;1730;2392;
05:30;0;2757;960;50240;831;1706;2391;
05:45;0;2631;1140;50523;814;2512;2389;1
06:00;0;2742;1137;50835;841;2590;2373;26
06:15;0;2705;1271;50915;865;2924;2396;50
06:30;0;3052;1342;51397;875;3441;2393;73
06:45;0;3071;1420;51316;908;5128;2394;96
07:00;0;3188;1567;51482;905;6339;2425;118
07:15;0;3241;1726;51580;918;7325;2474;138
07:30;0;3385;1935;51610;936;7864;2478;158
07:45;0;3382;2121;51568;943;7831;2478;176
08:00;0;3525;2568;51572;936;8161;2510;194
08:15;0;3562;2752;51534;950;8936;2678;209
08:30;0;3592;2736;51556;932;8863;2686;224
08:45;0;3741;2726;51591;949;8788;2697;237
09:00;12;3829;2728;51635;911;8709;2738;249
09:15;79;3918;2745;51637;887;9443;3085;260
09:30;81;3932;2709;51628;866;9411;3092;269
09:45;82;3981;2725;51623;872;9255;3061;278
10:00;82;4053;2738;51596;898;9060;3160;285
10:15;82;4078;2748;51641;950;9679;3528;291
10:30;82;4099;2742;51604;953;9574;3533;295
10:45;103;4065;2765;51595;1001;9636;3514;299
11:00;258;4029;2735;51518;988;9314;3653;302
11:15;164;4070;2750;51557;968;9178;3958;303
11:30;170;4041;2736;51552;941;8889;3776;303
11:45;170;4060;2741;51536;953;8912;3760;303
12:00;170;4048;2723;51526;965;9052;3773;301
12:15;176;4077;2750;50237;950;8916;4064;299
12:30;176;4048;2697;50255;945;9656;3823;295
12:45;176;4116;2702;50238;928;10429;3879;291
13:00;176;4044;2716;50255;913;9722;3934;286
13:15;30;4039;2717;50239;938;9444;3962;280
13:30;0;3904;2708;50216;939;8970;3959;274
13:45;0;4184;2746;49341;955;9314;3846;267
14:00;651;4109;2730;49312;969;9031;3983;259
14:15;1080;4050;2706;49314;1002;8775;3870;251
14:30;1065;4044;2716;49319;1022;8037;3911;242
14:45;1064;3874;2710;49191;1073;7588;3797;232
15:00;1064;3738;2693;49149;1135;7188;3621;223
15:15;1069;3891;2718;49224;1157;7085;3301;212
15:30;895;3731;2705;49166;1155;6870;3596;202
15:45;493;3852;2725;49191;1237;6817;3584;191
16:00;102;3803;2724;49166;1264;6737;3563;179
16:15;0;3808;2720;49253;1279;6416;3230;168
16:30;0;3560;2693;49211;1327;6218;3336;156
16:45;0;3796;2720;49056;1415;5371;3396;144
17:00;0;3900;2609;49117;1422;5437;3149;133
17:15;0;3525;2549;49024;1458;5202;3080;121
17:30;0;3550;2471;48977;1468;5245;2805;109
17:45;0;3573;2365;49058;1506;5355;2937;97
18:00;0;3641;2334;49073;1496;5573;2835;85
18:15;0;3634;2341;49186;1553;5616;2623;73
18:30;0;3747;2371;49230;1600;5851;2536;61
18:45;0;4074;2382;49262;1617;6368;2642;49
19:00;0;3875;2355;49233;1586;7314;2850;37
19:15;0;3344;2341;49288;1599;6843;2472;25
19:30;0;3497;2359;49261;1600;6950;2424;13
19:45;0;3432;2364;49275;1609;6975;2602;1
20:00;0;3416;2350;49276;1614;7057;2470;
20:15;0;3514;2375;49285;1634;7141;2534;
20:30;0;3635;2372;49296;1657;6931;2405;
20:45;0;3805;2383;49329;1712;7287;2333;
21:00;0;3970;2387;49331;1746;7471;2280;
21:15;0;3966;2389;49359;1732;7917;2413;
21:30;0;3572;2351;49344;1757;7316;2215;
21:45;0;3399;2117;49350;1756;6823;2193;
22:00;0;3380;2017;49316;1813;6054;2414;
22:15;0;3671;1753;49334;1800;5121;2485;
22:30;0;3761;1565;49073;1766;5245;2257;
22:45;0;4123;1522;49247;1784;6587;2436;
23:00;0;3924;1518;49114;1771;6655;2406;
23:15;0;3884;930;49022;1724;5292;2388;
23:30;0;3816;540;48934;1695;5122;2220;
23:45;0;4016;172;49229;1687;5303;2344;
00:00;0;3609;168;48883;1681;5759;2294;
00:15;0;3807;191;48970;1665;6185;2548;
00:30;0;3516;199;48734;1656;5253;2226;
00:45;0;3050;204;48626;1645;4134;2281;
01:00;0;2787;197;48345;1640;4168;2304;
01:15;0;2907;199;48688;1620;3327;2414;
01:30;0;2736;201;48312;1607;3186;2331;
01:45;0;2818;204;48537;1573;3162;2245;
02:00;0;2695;203;48426;1595;3046;2251;
02:15;0;3019;207;48846;1586;2870;2329;
02:30;0;2846;195;48732;1549;2291;2451;
02:45;0;2745;172;48724;1540;1696;2390;
03:00;0;2433;160;48564;1570;1824;2348;
03:15;0;2489;190;48996;1585;2082;2341;
03:30;0;2397;182;48503;1597;2005;2295;
03:45;0;2337;179;48475;1597;1652;2281;
04:00;0;2327;197;48400;1590;1540;2303;
04:15;0;2426;179;48647;1548;1714;2354;
04:30;0;2385;200;48724;1495;1740;2263;
04:45;0;2372;201;48800;1465;1782;2346;
05:00;0;2382;204;48834;1502;1730;2279;
05:15;0;2371;179;48617;1485;1744;2338;
05:30;0;2647;195;49162;1472;1858;2337;
05:45;0;2778;198;49114;1502;2538;2260;2
06:00;0;2826;190;48887;1482;2702;2454;33
06:15;0;2560;199;48500;1508;3967;2278;62
06:30;0;2799;196;48962;1490;4135;2271;90
