Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;PV
00:00;0;0;209;53053;3008;7379;5223;
00:15;0;0;204;53313;3025;5945;5273;
00:30;0;0;183;52110;2992;5800;5275;
00:45;0;0;218;51633;2964;5062;5281;
01:00;0;0;211;51636;2943;4964;5282;
01:15;0;0;210;51942;2923;4492;5278;
01:30;0;0;199;51802;2912;4225;5286;
01:45;0;0;218;51934;3007;4127;5274;
02:00;0;0;223;51332;2986;3789;5277;
02:15;0;0;213;50340;2961;3430;5282;
02:30;0;0;216;49517;2979;3310;5277;
02:45;0;0;202;48453;2999;2863;5282;
03:00;0;0;218;47620;3000;2908;5283;
03:15;0;0;202;47095;3025;3091;5281;
03:30;0;0;217;45827;3063;3052;5286;
03:45;0;0;209;44798;3095;3151;5282;
04:00;0;0;205;43452;3059;3161;5281;
04:15;0;0;208;42872;3035;3055;5286;
04:30;0;0;221;42091;3007;3396;5282;
04:45;0;0;220;42008;3021;3222;5280;
05:00;0;0;204;41762;2983;3079;5282;
05:15;0;0;210;41099;2961;2631;5277;
05:30;0;0;221;40767;2940;2636;5280;
05:45;0;0;222;40653;2927;2445;5278;
06:00;0;0;152;40227;2952;2337;5278;
06:15;0;0;206;39265;2983;2337;5278;
06:30;0;0;216;38690;2987;2368;5271;
06:45;0;0;218;38687;2993;2383;5268;
07:00;0;0;208;38582;2974;2621;5272;
07:15;0;0;218;38038;2961;3091;5264;
07:30;0;0;224;38193;2979;3198;5277;
07:45;0;0;196;37719;2983;3212;5267;10
08:00;0;0;209;38260;2967;3287;5272;12
08:15;0;0;220;38326;2967;3571;5271;14
08:30;0;0;223;37836;3001;3420;5275;15
08:45;0;0;158;37917;2937;3422;5268;17
09:00;0;0;212;38634;2941;3406;5274;18
09:15;0;0;207;39251;2917;4623;5386;19
09:30;0;0;176;39850;2911;4815;5372;20
09:45;0;0;201;40157;2920;4779;5366;21
10:00;0;0;210;40444;2942;4886;5360;21
10:15;0;0;215;41287;2962;4634;5573;21
10:30;0;0;200;42472;2923;3938;5576;21
10:45;0;0;213;42777;3000;3957;5574;21
11:00;0;0;208;42951;3036;4082;5572;21
11:15;0;0;218;43225;3073;5240;5841;21
11:30;0;0;217;43527;3086;5237;5851;21
11:45;0;0;214;43603;3164;5396;5833;20
12:00;0;0;215;43756;3167;5577;5826;19
12:15;0;0;216;43855;3118;5643;5993;19
12:30;0;0;217;44327;3170;5582;6010;18
12:45;0;0;217;44724;3187;6412;5967;17
13:00;0;0;222;44774;3164;6110;6005;16
13:15;0;0;224;44840;3221;5455;5948;15
13:30;0;0;222;44427;3385;5353;5957;15
13:45;0;0;218;44054;3333;5028;5952;14
14:00;0;0;216;43944;3372;4511;5957;13
14:15;0;0;184;44964;3379;4138;5720;12
14:30;0;0;182;44605;3431;4043;5722;11
14:45;0;0;104;44301;3463;3805;5705;10
15:00;0;0;103;43930;3495;3853;5698;9
15:15;0;0;100;43680;3511;3633;5425;9
15:30;0;0;102;43745;3517;3550;5425;8
15:45;0;0;103;43828;3540;3385;5422;7
16:00;0;0;102;43557;3532;3219;5417;
16:15;0;0;101;43421;3544;3618;5254;
16:30;0;0;101;43578;3579;3664;5255;
16:45;0;0;97;43285;3599;4565;5252;
17:00;0;0;99;43496;3616;4787;5254;
17:15;0;0;99;44733;3637;5484;5202;
17:30;0;0;99;45806;3626;6101;5208;
17:45;0;0;99;46371;3658;6903;5216;
18:00;0;0;97;46616;3672;7538;5207;
18:15;0;0;97;46693;3644;8082;5215;
18:30;0;0;98;47042;3668;8218;5206;
18:45;0;0;98;47179;3685;8734;5209;
19:00;0;0;96;47596;3694;9011;5211;
19:15;0;0;97;47388;3626;9517;5221;
19:30;0;0;96;47484;3667;9521;5210;
19:45;0;0;97;47464;3650;9427;5207;
20:00;0;0;91;47580;3599;9342;5218;
20:15;0;0;95;47611;3591;8960;5218;
20:30;0;0;156;47319;3588;8560;5222;
20:45;0;0;196;47865;3572;7177;5228;
21:00;0;0;197;47710;3573;6947;5238;
21:15;0;0;200;47950;3516;5718;5231;
21:30;0;0;202;47578;3733;5551;5232;
21:45;0;0;200;47496;3457;5303;5240;
22:00;0;0;202;47132;3471;5297;5242;
22:15;0;0;202;46521;3387;6481;5245;
22:30;0;0;207;46555;3360;6498;5246;
22:45;0;0;211;47335;3304;7692;5236;
23:00;0;0;216;46667;3271;7778;5238;
23:15;0;0;219;46680;3249;5986;5240;
23:30;0;0;209;46016;3226;5582;5249;
23:45;0;0;205;46621;3222;5128;5255;
00:00;0;0;204;46054;3196;4892;5261;
00:15;0;0;205;46678;3143;4316;5250;
00:30;0;0;207;45316;3060;4034;5248;
00:45;0;0;212;44302;3009;3464;5231;
01:00;0;0;209;43685;2986;3264;5234;
01:15;0;0;213;43148;2931;2812;5230;
01:30;0;0;210;42455;2857;2812;5233;
01:45;0;0;210;42434;2796;3405;5227;
02:00;0;0;212;41739;2790;3354;5236;
02:15;0;0;210;41377;2685;3193;5244;
02:30;0;0;215;40603;2659;3165;5238;
02:45;0;0;213;40337;2617;2495;5241;
03:00;0;0;218;39619;2601;2373;5244;
03:15;0;0;216;39367;2587;2299;5240;
03:30;0;0;216;38788;2602;2711;5242;
03:45;0;0;214;38181;2566;2736;5238;
04:00;0;0;214;38392;2570;2161;5238;
04:15;0;0;212;38623;2546;2168;5248;
04:30;0;0;213;38709;2395;2229;5255;
04:45;0;0;214;38768;2342;2272;5253;
05:00;0;0;211;39276;2326;2503;5255;
05:15;0;0;214;40461;2264;3015;5255;
05:30;0;0;212;41327;2187;3150;5259;
05:45;0;0;212;41576;2326;3313;5258;
06:00;0;0;214;42364;2387;3521;5260;
06:15;0;0;241;44503;2413;4625;5271;
06:30;0;0;312;45144;2349;5912;5226;
06:45;0;0;310;46149;2391;5787;5232;
07:00;0;0;307;46755;2451;5912;5259;
07:15;0;0;310;49005;2519;6870;5269;
07:30;0;0;381;50359;2381;6954;5268;
07:45;0;0;447;52023;2406;6770;5269;13
08:00;0;0;441;53109;2372;5981;5265;14
08:15;0;0;442;54517;2352;5661;5284;16
08:30;0;0;431;55456;2273;5711;5275;17
08:45;0;0;427;55731;2312;5580;5276;18
09:00;0;0;421;55554;2396;5966;5280;19
09:15;0;0;424;56605;2422;6169;5397;20
09:30;0;0;435;57013;2426;6634;5387;20
09:45;0;0;428;57082;2455;6714;5378;21
10:00;0;0;437;57347;2409;6875;5457;21
10:15;0;0;436;57613;2450;7238;5666;21
10:30;0;0;434;57876;2530;7378;5670;21
10:45;0;0;436;58009;2539;7269;5672;21
11:00;0;0;436;58236;2636;7310;5667;21
11:15;0;0;424;58437;2594;7915;5926;20
11:30;0;0;407;58419;2718;8315;5938;20
11:45;0;0;391;58325;2755;8482;5945;19
12:00;0;0;413;58518;2788;8666;5940;18
12:15;0;0;420;58690;2765;9123;6089;17
12:30;0;0;432;58364;2840;8898;6095;16
12:45;0;0;436;58898;2903;9455;6092;16
13:00;0;0;440;58767;2915;8993;6094;15
13:15;0;0;434;58724;2891;8549;6047;14
13:30;0;0;437;58668;2875;8123;6028;13
13:45;0;0;440;58931;2815;7475;6023;12
14:00;0;0;414;58882;2870;7106;6032;11
14:15;0;0;435;59200;2755;6778;5796;10
14:30;0;0;432;58922;2755;6538;5794;9
14:45;0;0;445;58808;2687;5815;5802;8
15:00;0;0;441;58473;2728;5645;5803;7
15:15;0;0;443;58462;2671;5333;5565;6
15:30;0;0;448;58655;2601;4964;5582;5
15:45;0;0;432;58738;2597;4861;5572;4
16:00;0;0;422;58790;2500;4667;5577;
16:15;0;0;442;59112;2500;4862;5424;
16:30;0;0;443;59241;2499;4862;5417;
16:45;0;0;411;58776;2505;5809;5428;
17:00;0;0;446;58725;2455;6389;5424;
17:15;0;0;451;59134;2496;8020;5387;
17:30;0;0;458;59749;2362;9512;5391;
17:45;0;0;454;59859;2409;10962;5393;
18:00;0;0;453;59940;2369;12010;5396;
18:15;0;0;622;59692;2262;11935;5414;
18:30;0;0;602;59847;2341;12606;5420;
18:45;0;0;598;60110;2377;13177;5423;
19:00;0;0;564;60198;2320;13590;5429;
19:15;0;0;610;60166;2481;13453;5433;
19:30;0;0;578;60147;2443;12795;5432;
19:45;0;0;592;59877;2411;11974;5435;
20:00;0;0;611;59923;2478;11192;5437;
20:15;0;0;449;59802;2513;11293;5397;
20:30;0;0;400;59822;2495;9992;5382;
20:45;0;0;422;59706;2542;9405;5385;
21:00;0;0;437;59428;2608;8792;5372;
21:15;0;0;412;58670;2651;7782;5379;
21:30;0;0;420;58288;2694;7357;5379;
21:45;0;0;435;57974;2735;6751;5381;
22:00;0;0;448;57674;2710;6419;5383;
22:15;0;0;449;58080;2691;7003;5381;
22:30;0;0;450;57900;2728;7108;5380;
22:45;0;0;319;58925;2664;8277;5382;
23:00;0;0;222;58233;2743;7984;5381;
23:15;0;0;150;57757;2808;6138;5382;
23:30;0;0;172;57779;2870;5269;5387;
23:45;0;0;205;58555;2962;4989;5386;
00:00;0;0;207;57986;3007;4896;5389;
00:15;0;0;215;58288;3017;5164;5368;
00:30;0;0;219;56840;3107;4798;5368;
00:45;0;0;217;56375;3128;4123;5350;
01:00;0;0;207;56492;3124;3479;5356;
01:15;0;0;172;56783;3172;3402;5353;
01:30;0;0;191;56009;3223;3276;5349;
01:45;0;0;211;56548;3304;3280;5355;
02:00;0;0;167;56176;3347;3116;5352;
02:15;0;0;185;56037;3365;2899;5350;
02:30;0;0;200;55347;3429;2888;5352;
02:45;0;0;199;54009;3454;2840;5346;
03:00;0;0;214;53048;3559;2828;5353;
03:15;0;0;217;52700;3498;2881;5351;
03:30;0;0;223;51983;3509;2805;5354;
03:45;0;0;223;51740;3564;2671;5351;
04:00;0;0;179;51278;3706;2622;5353;
04:15;0;0;192;51550;3776;2522;5352;
04:30;0;0;214;51477;3846;2532;5345;
04:45;0;0;200;51534;3830;2511;5353;
05:00;0;0;211;51830;3845;2488;5348;
05:15;0;0;217;53211;3863;2640;5342;
05:30;0;0;208;53667;3966;2751;5336;
05:45;0;0;218;54983;4056;2778;5343;
06:00;0;0;219;54886;4096;3755;5345;
06:15;0;0;218;56497;4161;4757;5340;
06:30;0;0;215;57393;4187;5601;5345;
06:45;0;0;216;58140;4171;6393;5352;
07:00;0;0;217;58862;4239;6864;5398;
07:15;0;0;218;59155;4229;8758;5406;
07:30;0;0;199;59924;4251;9693;5413;
07:45;0;0;285;59774;4255;10968;5407;40
08:00;0;0;307;59815;4298;11944;5432;45
08:15;0;0;380;59882;4303;13096;5438;50
08:30;0;0;603;59900;4311;12595;5429;54
08:45;0;0;592;59906;4326;12371;5401;57
09:00;0;0;604;59920;4299;12176;5409;60
09:15;0;0;603;59788;4322;12329;5514;62
09:30;0;0;587;59800;4379;12366;5509;64
09:45;0;0;597;59796;4362;12478;5507;65
10:00;0;0;616;59807;4385;12215;5509;66
10:15;0;0;584;59846;4383;12335;5708;66
10:30;78;0;601;59764;4387;12207;5711;66
10:45;180;0;613;59780;4425;11747;5712;65
11:00;313;0;591;59736;4415;11186;5710;64
11:15;306;0;567;59713;4455;11075;5965;63
11:30;304;0;591;59595;4417;11099;5964;61
11:45;304;0;615;59643;4347;11009;5964;58
12:00;307;0;581;59732;4326;10846;5959;56
12:15;176;0;610;59519;4359;10041;6103;53
12:30;176;0;613;59296;4399;9646;6102;50
12:45;179;0;619;59481;4420;10346;6096;47
13:00;179;0;612;59217;4396;9930;6099;44
13:15;38;0;435;59545;4405;9837;6036;41
13:30;0;0;432;59251;4433;9457;6041;38
13:45;0;0;421;59237;4389;9322;6041;35
14:00;0;0;385;59147;4396;9134;6037;32
14:15;0;0;418;59512;4443;9451;5796;29
14:30;0;0;434;59256;4502;9221;5794;26
14:45;0;0;409;59231;4381;8719;5794;22
15:00;0;0;353;58816;4344;8348;5789;19
15:15;0;0;396;59268;4399;8561;5520;16
15:30;0;0;426;59210;4382;8484;5525;13
15:45;0;0;409;59456;4375;7875;5522;10
16:00;0;0;368;59348;4381;7858;5483;
16:15;0;0;427;59504;4356;8237;5318;
16:30;0;0;431;59538;4402;8222;5319;
16:45;0;0;345;59633;4385;8481;5316;
17:00;0;0;363;59705;4361;8761;5320;
17:15;0;0;591;59292;4352;9372;5273;
17:30;0;0;550;59620;4292;10391;5278;
17:45;0;0;545;59608;4280;12086;5281;
18:00;0;0;562;59620;4193;13112;5280;
18:15;0;0;561;59477;4190;12407;5280;
18:30;0;0;553;59648;4135;13021;5282;
18:45;0;0;569;59667;4158;13692;5281;
19:00;0;0;598;59697;4123;14141;5276;
19:15;0;0;595;59583;4109;13670;5287;
19:30;0;0;516;59572;4138;13108;5293;
19:45;0;0;560;59508;4123;12166;5288;
20:00;0;0;588;59457;4081;11454;5296;
20:15;0;0;365;59590;4031;11897;5257;
20:30;0;0;219;59417;3994;10559;5270;
20:45;0;0;198;59396;3918;9633;5252;
21:00;0;0;209;59222;3816;8905;5252;
21:15;0;0;197;58937;3695;8565;5252;
21:30;0;0;181;59028;3601;7187;5254;
21:45;0;0;203;59056;3465;6332;5259;
22:00;0;0;200;58328;3423;6356;5256;
22:15;0;0;192;58797;3233;6528;5260;
22:30;0;0;204;58544;3067;6560;5260;
22:45;0;0;205;59562;3048;7638;5261;
23:00;0;0;176;59351;2972;7456;5266;
23:15;0;0;178;58335;2964;6026;5278;
23:30;0;0;211;57623;2947;5627;5276;
23:45;0;0;155;58132;2940;5485;5274;
00:00;0;0;138;57439;2907;5582;5277;
00:15;0;0;192;56547;2977;5491;5229;
00:30;0;0;210;55343;3058;4976;5223;
00:45;0;0;209;54280;3081;4043;5225;
01:00;0;0;207;53681;3098;4140;5214;
01:15;0;0;210;53431;3123;4067;5155;
01:30;0;0;179;53053;3191;4046;5106;
01:45;0;0;164;52970;3223;4377;5061;
02:00;0;0;170;52302;3280;4305;5067;
02:15;0;0;202;52897;3301;4208;5070;
02:30;0;0;197;51830;3271;3982;5072;
02:45;0;0;130;51613;3288;3515;5072;
03:00;0;0;180;50439;3359;3359;5073;
03:15;0;0;198;49891;3395;3634;5101;
03:30;0;0;199;49200;3416;3551;5110;
03:45;0;0;144;48624;3436;3501;5115;
04:00;0;0;187;48694;3572;3126;5116;
04:15;0;0;184;49570;3550;2263;5120;
04:30;0;0;148;49438;3634;2284;5117;
04:45;0;0;167;49536;3732;2313;5118;
05:00;0;0;167;50149;3713;2391;5117;
05:15;0;0;174;52410;3666;3178;5116;
05:30;0;0;150;53243;3700;3170;5116;
05:45;0;0;206;53900;3751;3298;5121;
06:00;0;0;152;54816;3736;3443;5132;
06:15;0;0;132;56253;3760;5251;5146;
06:30;0;0;176;56562;3734;6431;5143;
06:45;0;0;166;56996;3682;7523;5139;
07:00;0;0;170;57923;3631;8001;5150;
07:15;0;0;162;58427;3531;8686;5179;
07:30;0;0;187;59285;3465;9605;5179;
07:45;0;0;124;59280;3429;10182;5185;9
08:00;0;0;112;59449;3483;10939;5188;14
08:15;0;0;143;59585;3471;11427;5193;18
08:30;0;0;164;59603;3242;11492;5194;21
08:45;0;0;143;59599;3258;11373;5197;25
09:00;0;0;97;59518;3186;11759;5193;28
09:15;0;0;153;59438;3139;11329;5263;30
09:30;43;0;193;59498;3063;11347;5259;32
09:45;85;0;129;59599;2980;11279;5267;34
10:00;85;0;155;59580;2876;11396;5267;35
10:15;79;0;144;59702;2880;11565;5412;36
10:30;147;0;121;59709;2801;11236;5401;36
10:45;461;0;156;59660;2701;10762;5408;37
11:00;541;0;112;59573;2653;10778;5400;37
11:15;490;0;174;59821;2672;11069;5563;36
11:30;459;0;135;59795;2656;11005;5564;35
11:45;462;0;101;59893;2720;11059;5567;34
12:00;465;0;106;59946;2722;11145;5568;33
12:15;335;0;146;59983;2769;10924;5661;32
12:30;349;0;143;59881;2827;10486;5658;31
12:45;349;0;187;59820;2828;11184;5652;29
13:00;366;0;198;59779;2898;10515;5651;28
13:15;75;0;212;59715;2945;11046;5607;26
13:30;0;0;191;59611;3038;10809;5608;25
13:45;0;0;186;59728;3106;10696;5633;23
14:00;0;0;200;59513;3131;9805;5717;22
14:15;0;0;180;59665;3111;9891;5563;20
14:30;0;0;177;59486;3192;9564;5565;18
14:45;0;0;147;59383;3173;8864;5580;17
15:00;0;0;207;59298;3215;9142;5580;15
15:15;0;0;205;59495;3175;9044;5422;14
15:30;0;0;183;59608;3159;9000;5419;12
15:45;0;0;188;59773;3155;9048;5412;10
16:00;70;0;193;59474;3160;8911;5415;
16:15;84;0;210;59555;3177;9282;5312;
16:30;84;0;205;59834;3238;9679;5318;
16:45;84;0;219;59636;3274;10079;5348;
17:00;82;0;223;59467;3321;10198;5364;
17:15;0;0;217;59332;3406;10535;5335;
17:30;0;0;223;60027;3435;11701;5340;
17:45;0;0;223;60127;3497;12999;5341;
18:00;0;0;224;60106;3594;13620;5343;
18:15;0;0;226;59768;3706;12381;5343;
18:30;0;0;222;59914;3856;12838;5346;
18:45;0;0;209;59999;3926;13338;5338;
19:00;0;0;209;60052;3975;13908;5340;
19:15;0;0;189;60068;4022;14187;5348;
19:30;0;0;199;59927;4086;13270;5332;
19:45;0;0;200;59706;4124;12061;5340;
20:00;0;0;219;59730;4183;11797;5337;
20:15;0;0;195;59986;4229;11907;5327;
20:30;0;0;208;59748;4279;10611;5323;
20:45;0;0;208;59515;4326;10075;5317;
21:00;0;0;210;59248;4374;9462;5322;
21:15;0;0;214;59486;4398;8038;5320;
21:30;0;0;222;59149;4412;7279;5324;
21:45;0;0;225;58886;4418;6753;5313;
22:00;0;0;201;58528;4450;6683;5316;
22:15;0;0;197;58441;4443;6236;5309;
22:30;0;0;148;58263;4466;6397;5319;
22:45;0;0;116;59733;4437;6688;5317;
23:00;0;0;146;58961;4438;6574;5307;
23:15;0;0;180;58342;4432;5977;5304;
23:30;0;0;189;57831;4445;5197;5310;
23:45;0;0;162;58580;4450;5350;5299;
00:00;0;0;205;57394;4434;5252;5306;
00:15;0;0;158;56676;4442;5149;5279;
00:30;0;0;205;55098;4443;4682;5276;
00:45;0;0;204;54728;4466;3784;5274;
01:00;0;0;196;54093;4433;3764;5276;
01:15;0;0;203;54346;4440;3427;5275;
01:30;0;0;196;54133;4437;3334;5277;
01:45;0;0;212;54278;4413;3150;5272;
02:00;0;0;200;53629;4459;3138;5279;
02:15;0;0;217;54384;4417;2939;5265;
02:30;0;0;187;53496;4412;3144;5269;
02:45;0;0;192;52784;4445;3205;5267;
03:00;0;0;188;51917;4459;3133;5270;
03:15;0;0;210;50180;4463;3084;5264;
03:30;0;0;208;49423;4498;2958;5273;
03:45;0;0;198;49576;4445;2481;5263;
04:00;0;0;208;49035;4456;2414;5262;
04:15;0;0;210;49421;4432;2462;5274;
04:30;0;0;214;49154;4411;2441;5269;
04:45;0;0;200;49428;4381;2442;5267;
05:00;0;0;205;49605;4463;2986;5269;
05:15;0;0;184;49827;4450;3826;5279;
05:30;0;0;214;50573;4444;3849;5259;
05:45;0;0;213;50969;4455;3974;5256;
06:00;0;0;184;52053;4473;4278;5270;
06:15;0;0;198;54009;4483;6315;5268;
06:30;0;0;208;54628;4476;7121;5269;
06:45;0;0;200;55900;4512;7489;5276;
07:00;0;0;210;57254;4498;7639;5281;
07:15;0;0;277;57872;4532;7924;5311;
07:30;0;0;311;59160;4549;8528;5308;
07:45;0;0;308;59049;4555;9338;5310;4
08:00;0;0;299;59623;4583;9815;5311;6
08:15;0;0;386;59564;4585;11137;5312;8
08:30;0;0;596;59241;4605;11147;5306;9
08:45;0;0;608;59141;4636;11075;5313;10
09:00;0;0;605;58964;4627;10935;5307;12
09:15;0;0;611;59436;4583;11413;5379;13
09:30;20;0;608;59275;4593;11475;5369;13
09:45;82;0;606;59251;4596;11663;5360;14
10:00;82;0;612;59208;4562;11722;5357;15
10:15;82;0;544;59365;4583;12011;5483;15
10:30;117;0;547;59318;4570;11857;5463;15
10:45;402;0;542;59085;4552;12094;5467;15
11:00;434;0;601;59048;4515;11995;5472;15
11:15;340;0;538;59332;4469;12683;5596;15
11:30;351;0;583;59316;4440;12682;5607;15
11:45;353;0;602;59420;4398;12864;5668;15
12:00;353;0;606;59348;4398;13105;5661;14
12:15;353;0;606;59263;4348;12957;5744;14
12:30;355;0;591;59244;4337;12899;5749;13
12:45;355;0;613;59314;4393;13464;5737;13
13:00;355;0;611;59144;4452;12973;5737;12
13:15;69;0;585;59216;4470;12856;5697;12
13:30;0;0;513;57999;4367;13394;5701;11
13:45;0;0;597;57944;4361;13342;5701;11
14:00;0;0;552;57886;4442;12874;5704;10
14:15;0;0;593;57945;4333;12744;5557;10
14:30;0;0;597;57897;4466;12049;5549;9
14:45;0;0;601;57709;4539;11605;5540;9
15:00;0;0;597;57257;4463;10916;5548;8
15:15;0;0;584;56452;4417;11175;5389;8
15:30;0;0;594;56338;4467;11031;5391;7
15:45;0;0;580;56314;4426;10766;5393;7
16:00;75;0;569;56095;4482;10472;5388;
16:15;81;0;603;56544;4531;10151;5295;
16:30;81;0;610;56758;4496;10149;5288;
16:45;82;0;610;56898;4575;10242;5307;
17:00;79;0;616;56898;4407;10483;5352;
17:15;0;0;608;56814;4361;10123;5329;
17:30;0;0;612;56994;4410;10733;5335;
17:45;0;0;604;57173;4330;11801;5338;
18:00;0;0;588;57476;4363;12734;5337;
18:15;0;0;602;57504;4225;12873;5346;
18:30;0;0;585;57530;4173;13677;5351;
18:45;0;0;610;57677;4113;14090;5358;
19:00;0;0;611;57782;4093;14857;5361;
19:15;0;0;613;57683;4037;13762;5371;
19:30;0;0;592;57710;4051;13004;5369;
19:45;0;0;605;57512;3961;12118;5370;
20:00;0;0;602;57354;3955;11984;5366;
20:15;0;0;568;57644;3865;12048;5329;
20:30;0;0;575;57415;3921;10785;5328;
20:45;0;0;588;57336;4015;9980;5308;
21:00;0;0;605;57156;3917;9104;5318;
21:15;0;0;591;57115;3930;9251;5297;
21:30;0;0;601;56681;3885;8145;5293;
21:45;0;0;560;56485;3815;7585;5295;
22:00;0;0;591;56211;3778;7255;5291;
22:15;0;0;556;56279;3764;7194;5296;
22:30;0;0;559;56274;3745;7344;5297;
22:45;0;0;590;57134;3719;8760;5294;
23:00;0;0;608;56836;3710;8324;5298;
23:15;0;0;600;57259;3594;7649;5287;
23:30;0;0;555;56971;3589;6989;5283;
23:45;0;0;613;57516;3587;7031;5290;
00:00;0;0;594;56393;3515;6759;5291;
00:15;0;0;415;56488;3511;5906;5296;
00:30;0;0;279;55834;3573;5240;5298;
00:45;0;0;193;55483;3618;4342;5293;
01:00;0;0;192;55454;3528;3655;5300;
01:15;0;0;189;55763;3531;3468;5296;
01:30;0;0;188;55093;3509;3591;5303;
01:45;0;2;190;55356;3551;4034;5304;
02:00;0;3;164;54351;3546;4004;5306;
02:15;0;20;159;54486;3521;3715;5314;
02:30;0;33;168;54037;3488;3152;5315;
02:45;0;41;135;53946;3472;2799;5315;
03:00;0;61;194;52992;3439;2800;5315;
03:15;0;78;165;52829;3374;2828;5322;
03:30;0;94;192;52049;3328;2824;5317;
03:45;0;124;182;51544;3348;2718;5317;
04:00;0;151;190;51413;3345;2766;5314;
04:15;0;180;191;52008;3267;2741;5320;
04:30;0;195;181;51919;3200;2849;5306;
04:45;0;235;193;52096;3175;2928;5310;
05:00;0;277;189;51944;3187;3153;5322;
05:15;0;317;213;52532;3160;3554;5323;
05:30;0;357;216;53065;3112;3461;5307;
05:45;0;398;216;54159;3088;3551;5325;
06:00;0;491;180;54712;3085;3797;5322;
06:15;0;543;208;55048;3007;4669;5331;
06:30;0;603;161;55526;2910;6096;5336;
06:45;0;624;176;55929;2901;8060;5343;
07:00;0;682;186;57205;2898;8663;5347;
07:15;0;681;167;57359;2857;9606;5380;
07:30;35;789;202;57929;2751;10295;5371;
07:45;212;781;272;57912;2661;11410;5369;9
08:00;209;944;303;57993;2538;11979;5374;13
08:15;209;931;400;57946;2484;12579;5389;17
08:30;209;870;602;57936;2426;12425;5361;21
08:45;209;835;616;58051;2339;12281;5340;24
09:00;210;825;623;58008;2351;12299;5390;27
09:15;210;875;627;58114;2322;12783;5466;29
09:30;210;891;630;58093;2690;12834;5158;31
09:45;0;915;616;58114;2254;12563;5453;33
10:00;0;943;613;58113;2178;12540;5458;34
10:15;0;947;594;58141;2145;12177;5575;35
10:30;0;861;540;58120;2095;11798;5590;36
10:45;0;873;557;57971;2023;11620;5584;36
11:00;0;892;565;57845;2006;11656;5582;36
11:15;0;978;566;57987;1975;11802;5742;35
11:30;0;975;560;57984;1987;11860;5746;35
11:45;0;927;565;57938;2008;11800;5744;34
12:00;0;994;576;57984;1955;11522;5745;33
12:15;0;963;576;57929;1955;11217;5833;31
12:30;0;892;561;57858;1957;10780;5831;30
12:45;0;1034;589;57955;1953;11338;5810;29
13:00;0;985;586;57951;1992;10779;5825;27
13:15;0;934;564;57833;1997;10301;5795;26
13:30;0;835;543;57684;2039;9737;5789;24
13:45;0;826;519;57605;1990;9355;5787;23
14:00;0;865;533;57649;1992;9359;5786;21
14:15;0;1034;556;57873;1959;10203;5669;20
14:30;0;957;563;57789;1902;9869;5664;18
14:45;0;781;556;57777;1895;9306;5655;16
15:00;0;683;555;57693;1863;9116;5647;15
15:15;0;702;576;57684;1792;9487;5465;13
15:30;0;713;562;57748;1763;8939;5464;12
15:45;0;695;544;57693;1728;8839;5504;10
16:00;0;688;573;57589;1643;8882;5496;
16:15;0;715;586;57721;1639;8911;5405;
16:30;0;703;568;57709;1631;8938;5412;
16:45;0;700;581;57687;1563;9179;5418;
17:00;0;947;600;57874;1495;9607;5406;
17:15;0;981;594;57723;1430;10050;5392;
17:30;0;1103;605;58002;1412;12020;5398;
17:45;0;1121;632;58097;1430;13757;5399;
18:00;0;1156;611;58021;1452;14976;5397;
18:15;0;1176;610;58020;1487;14079;5422;
18:30;0;1175;618;58106;1458;14734;5417;
18:45;211;1177;599;58106;1445;14949;5427;
19:00;520;1188;617;58115;1474;15273;5434;
19:15;509;1185;620;58103;1478;14948;5452;
19:30;510;1181;582;58083;1507;14232;5444;
19:45;512;1010;557;58056;1560;13704;5453;
20:00;515;878;576;58067;1595;13674;5460;
20:15;259;874;603;58122;1589;13595;5455;
20:30;0;849;601;58123;1645;12402;5460;
20:45;0;912;605;58108;1704;11712;5417;
21:00;0;823;608;58072;1783;11064;5423;
21:15;0;907;615;57988;1899;10261;5394;
21:30;0;896;564;57763;1906;9751;5408;
21:45;0;916;600;57680;1941;8919;5403;
22:00;0;829;609;57442;1979;8686;5403;
22:15;0;835;618;57427;1994;8292;5398;
22:30;0;845;611;57433;2055;8365;5405;
22:45;0;1043;615;57895;2089;9990;5411;
23:00;0;965;624;57658;2133;9458;5406;
23:15;0;999;629;57836;2132;8768;5400;
23:30;0;849;620;57517;2210;8250;5400;
23:45;0;921;616;57443;2231;8509;5401;
00:00;0;783;402;57245;2268;8058;5405;
00:15;0;811;288;57223;2325;7020;5379;
00:30;0;691;208;56699;2383;6274;5384;
00:45;0;489;212;56082;2439;5253;5387;
01:00;0;473;213;56131;2542;4737;5388;
01:15;0;397;196;56142;2592;4082;5379;
01:30;0;337;200;55589;2620;3938;5378;
01:45;0;162;215;55777;2613;3933;5351;
02:00;0;131;219;55378;2585;3564;5378;
02:15;0;22;221;56521;2634;3201;5384;
02:30;0;0;194;55369;2641;3167;5382;
02:45;0;0;200;54720;2682;2760;5383;
03:00;0;0;192;53764;2708;2673;5380;
03:15;0;0;173;52970;2772;2574;5383;
03:30;0;0;212;52243;2871;2572;5378;
03:45;0;0;218;51795;2912;2419;5378;
04:00;0;0;212;51001;2960;2391;5373;
04:15;0;0;215;51140;2988;2223;5370;
04:30;0;0;217;51273;3075;2248;5370;
04:45;0;0;223;51084;3069;2245;5373;
05:00;0;0;224;50692;3074;2246;5371;
